cash_assistance_id,beneficiary_id,project_id,country,amount,currency,payment_method,payment_date
1019,4128,10,Ethiopia,428.76,USD,Voucher,2025-10-01
1020,1975,8,South Sudan,96.85,USD,Mobile Money,2024-08-31
1021,3645,14,Ethiopia,232.2,USD,Bank Transfer,2024-10-16
1022,2842,8,South Sudan,387.64,USD,Mobile Money,2026-04-10
1023,1469,17,Uganda,48.12,USD,Mobile Money,2026-03-10
1024,2595,28,Somalia,120.28,USD,Bank Transfer,2025-11-18
1025,4031,5,Ethiopia,355.11,USD,Voucher,2024-07-28
1026,927,18,Ethiopia,83.84,USD,Mobile Money,2025-12-08
1027,3000,21,Kenya,427.26,USD,Cash,2024-10-22
1028,2620,5,Ethiopia,197.27,USD,Mobile Money,2026-02-21
1029,3389,28,Somalia,247.63,USD,Cash,2025-07-16
1030,2924,6,Kenya,389.23,USD,Cash,2025-03-04
1031,3491,23,Uganda,345.55,USD,Bank Transfer,2025-09-29
1032,470,23,Ethiopia,58.15,USD,Bank Transfer,2025-03-20
1033,3778,27,South Sudan,433.22,USD,Mobile Money,2025-02-19
1034,3504,12,Somalia,148.9,USD,Voucher,2024-11-08
1035,2249,4,South Sudan,141.31,USD,Voucher,2024-11-25
1036,4038,17,Kenya,436.66,USD,Cash,2026-07-11
1037,2113,11,Somalia,339.48,USD,Mobile Money,2025-11-03
1038,280,8,Somalia,44.76,USD,Cash,2026-04-18
1039,4800,10,Kenya,252.82,USD,Voucher,2025-02-17
1040,4950,14,Somalia,225.15,USD,Mobile Money,2025-05-06
1041,4516,14,South Sudan,141.2,USD,Mobile Money,2026-02-10
1042,1920,1,Kenya,352.71,USD,Bank Transfer,2025-05-06
1043,758,21,Somalia,309.43,USD,Cash,2026-01-12
1044,1910,2,South Sudan,304.69,USD,Bank Transfer,2025-09-10
1045,4240,8,Ethiopia,235.73,USD,Bank Transfer,2025-01-07
1046,3404,16,Kenya,436.08,USD,Bank Transfer,2024-09-08
1047,4794,27,Ethiopia,131.23,USD,Voucher,2025-03-02
1048,475,16,Kenya,164.51,USD,Voucher,2026-04-06
1049,2128,19,Kenya,472.27,USD,Cash,2025-07-23
1050,3929,7,Somalia,209.02,USD,Cash,2025-11-11
1051,474,15,South Sudan,76.93,USD,Cash,2026-02-05
1052,3145,28,Kenya,437.57,USD,Mobile Money,2024-09-16
1053,1002,2,Ethiopia,54.5,USD,Cash,2025-07-12
1054,3419,8,Ethiopia,464.31,USD,Cash,2025-12-27
1055,4000,13,Somalia,279.19,USD,Bank Transfer,2024-12-09
1056,988,13,Kenya,309.56,USD,Mobile Money,2025-02-24
1057,4398,19,South Sudan,44.44,USD,Cash,2025-09-14
1058,3800,10,Somalia,56.79,USD,Bank Transfer,2025-03-04
1059,4119,19,Somalia,337.04,USD,Cash,2026-02-09
1060,620,22,Somalia,133.96,USD,Mobile Money,2025-11-05
1061,1385,10,Kenya,85.46,USD,Mobile Money,2024-08-07
1062,698,9,Kenya,221.92,USD,Bank Transfer,2025-10-14
1063,677,24,Ethiopia,336.45,USD,Bank Transfer,2024-08-12
1064,2891,27,South Sudan,453.04,USD,Mobile Money,2026-06-01
1065,1353,17,Ethiopia,381.63,USD,Cash,2025-12-15
1066,1755,10,Kenya,428.44,USD,Mobile Money,2025-08-26
1067,1665,13,Somalia,224.5,USD,Voucher,2026-02-05
1068,482,6,Uganda,182.51,USD,Mobile Money,2025-01-19
1069,492,21,South Sudan,213.4,USD,Mobile Money,2025-04-16
1070,3181,25,Uganda,307.8,USD,Mobile Money,2026-01-13
1071,1280,6,Kenya,73.76,USD,Cash,2025-09-13
1072,1774,26,South Sudan,146.4,USD,Mobile Money,2026-07-16
1073,3908,8,Ethiopia,463.97,USD,Mobile Money,2025-02-01
1074,2147,7,Somalia,81.89,USD,Cash,2025-04-06
1075,3158,6,Somalia,184.12,USD,Mobile Money,2026-04-09
1076,2110,6,Ethiopia,58.63,USD,Cash,2025-12-31
1077,366,7,Uganda,367.14,USD,Voucher,2025-01-23
1078,4566,25,Uganda,459.58,USD,Mobile Money,2026-03-28
1079,2140,12,Ethiopia,436.76,USD,Cash,2025-03-18
1080,2092,1,Uganda,173.0,USD,Bank Transfer,2026-05-06
1081,2423,26,Kenya,448.55,USD,Mobile Money,2025-05-05
1082,3720,3,Kenya,159.69,USD,Mobile Money,2026-06-04
1083,4856,30,Ethiopia,219.22,USD,Mobile Money,2025-09-23
1084,3293,13,Kenya,177.23,USD,Voucher,2026-03-21
1085,3045,12,Kenya,100.6,USD,Mobile Money,2025-12-10
1086,2175,28,Kenya,323.99,USD,Voucher,2026-06-19
1087,4492,26,Kenya,469.99,USD,Cash,2024-08-05
1088,3250,17,South Sudan,91.99,USD,Voucher,2026-03-13
1089,4086,27,Uganda,314.67,USD,Bank Transfer,2026-04-22
1090,124,21,Somalia,499.18,USD,Mobile Money,2026-01-28
1091,282,27,Ethiopia,93.33,USD,Mobile Money,2025-02-06
1092,2140,10,South Sudan,99.28,USD,Cash,2025-11-21
1093,2869,29,Uganda,303.99,USD,Voucher,2025-05-05
1094,2946,16,South Sudan,121.87,USD,Voucher,2025-07-09
1095,628,9,Uganda,103.97,USD,Bank Transfer,2024-09-22
1096,4057,22,Ethiopia,451.19,USD,Cash,2026-04-03
1097,2811,4,Uganda,247.65,USD,Voucher,2024-10-06
1098,4445,20,Somalia,324.04,USD,Voucher,2025-10-02
1099,346,28,Kenya,294.61,USD,Voucher,2025-11-14
1100,2770,17,Kenya,157.24,USD,Voucher,2024-10-23
1101,616,29,Somalia,122.69,USD,Cash,2025-01-04
1102,2137,4,South Sudan,336.69,USD,Cash,2025-06-30
1103,3332,1,South Sudan,67.23,USD,Bank Transfer,2024-10-18
1104,4813,24,Kenya,410.51,USD,Mobile Money,2025-06-26
1105,2032,26,Uganda,258.79,USD,Cash,2024-12-11
1106,2958,11,South Sudan,477.59,USD,Cash,2025-12-11
1107,3571,27,Ethiopia,138.85,USD,Voucher,2026-02-09
1108,3173,16,Uganda,359.42,USD,Voucher,2025-10-18
1109,1568,16,Somalia,29.74,USD,Mobile Money,2026-07-18
1110,2027,28,Somalia,381.44,USD,Mobile Money,2024-08-20
1111,3993,29,Ethiopia,216.96,USD,Mobile Money,2025-03-26
1112,1623,9,South Sudan,157.12,USD,Voucher,2026-01-23
1113,1979,14,Kenya,108.33,USD,Cash,2025-04-14
1114,2727,15,South Sudan,99.74,USD,Bank Transfer,2026-03-22
1115,3346,13,South Sudan,416.99,USD,Bank Transfer,2026-05-19
1116,2251,16,Kenya,36.82,USD,Bank Transfer,2025-04-22
1117,1138,27,Somalia,403.89,USD,Voucher,2026-07-02
1118,2697,16,Ethiopia,92.93,USD,Voucher,2026-03-18
1119,2319,8,South Sudan,412.51,USD,Voucher,2026-05-09
1120,4447,23,Uganda,264.74,USD,Mobile Money,2026-04-17
1121,3142,10,Uganda,44.95,USD,Bank Transfer,2024-11-05
1122,4700,2,South Sudan,433.61,USD,Cash,2026-01-08
1123,3530,13,Somalia,206.17,USD,Mobile Money,2026-05-18
1124,1823,4,Ethiopia,195.36,USD,Voucher,2026-06-18
1125,4956,22,South Sudan,454.12,USD,Bank Transfer,2024-10-03
1126,944,28,South Sudan,167.57,USD,Mobile Money,2025-09-24
1127,1054,28,Kenya,412.93,USD,Cash,2026-05-31
1128,1540,11,Kenya,217.29,USD,Voucher,2025-07-04
1129,3296,4,Kenya,94.95,USD,Mobile Money,2025-01-09
1130,4208,4,Uganda,358.19,USD,Cash,2024-11-16
1131,1828,13,South Sudan,144.86,USD,Voucher,2026-04-11
1132,1322,19,Uganda,310.34,USD,Voucher,2025-10-20
1133,4452,5,Uganda,344.14,USD,Voucher,2025-11-26
1134,1999,27,Ethiopia,134.62,USD,Cash,2024-12-14
1135,3506,8,Somalia,195.69,USD,Cash,2026-01-01
1136,268,2,South Sudan,143.87,USD,Bank Transfer,2025-12-11
1137,4534,13,South Sudan,213.91,USD,Cash,2024-09-18
1138,1247,12,Uganda,468.93,USD,Mobile Money,2025-12-31
1139,4457,23,Uganda,69.12,USD,Mobile Money,2026-03-08
1140,4468,21,Kenya,363.02,USD,Mobile Money,2024-08-02
1141,1495,8,Somalia,355.58,USD,Mobile Money,2025-05-27
1142,3418,28,Uganda,453.31,USD,Cash,2025-01-03
1143,1342,9,Kenya,164.7,USD,Voucher,2026-02-01
1144,4626,11,Ethiopia,471.94,USD,Bank Transfer,2025-01-29
1145,1924,25,Kenya,477.67,USD,Mobile Money,2026-03-08
1146,4164,7,Ethiopia,488.48,USD,Bank Transfer,2026-01-22
1147,1783,9,Kenya,78.7,USD,Voucher,2025-05-23
1148,3060,21,Uganda,84.11,USD,Cash,2026-03-04
1149,178,17,Kenya,437.51,USD,Mobile Money,2026-06-17
1150,3184,23,South Sudan,255.28,USD,Mobile Money,2025-02-15
1151,674,20,Uganda,490.83,USD,Mobile Money,2024-09-25
1152,2913,12,Ethiopia,370.3,USD,Cash,2025-12-14
1153,4869,25,South Sudan,139.75,USD,Bank Transfer,2025-11-12
1154,1780,13,Uganda,203.27,USD,Voucher,2025-01-06
1155,387,13,Somalia,200.09,USD,Cash,2025-02-07
1156,3260,2,Kenya,249.17,USD,Cash,2024-09-07
1157,2587,19,Kenya,402.01,USD,Voucher,2024-09-04
1158,4635,8,Uganda,455.26,USD,Cash,2026-06-03
1159,4208,6,South Sudan,293.48,USD,Mobile Money,2025-05-21
1160,3167,13,Kenya,396.98,USD,Voucher,2025-10-09
1161,517,1,Kenya,192.03,USD,Mobile Money,2024-10-08
1162,4175,6,Ethiopia,414.4,USD,Voucher,2026-01-11
1163,1510,20,Uganda,115.6,USD,Bank Transfer,2025-02-16
1164,1068,17,Uganda,475.08,USD,Bank Transfer,2025-11-21
1165,1324,30,South Sudan,417.31,USD,Cash,2025-11-27
1166,2207,23,South Sudan,467.16,USD,Mobile Money,2026-01-08
1167,4047,10,Ethiopia,249.15,USD,Cash,2026-01-14
1168,4469,2,Ethiopia,297.48,USD,Mobile Money,2024-08-08
1169,4797,23,South Sudan,399.79,USD,Mobile Money,2024-09-12
1170,2962,16,Somalia,466.56,USD,Cash,2025-05-05
1171,3019,5,Ethiopia,436.22,USD,Cash,2024-09-05
1172,2561,21,Somalia,377.18,USD,Bank Transfer,2025-11-03
1173,3097,15,South Sudan,107.27,USD,Voucher,2026-03-29
1174,3010,30,Uganda,48.29,USD,Bank Transfer,2026-06-07
1175,1580,14,Somalia,243.1,USD,Cash,2025-11-26
1176,3824,28,South Sudan,278.68,USD,Bank Transfer,2024-11-16
1177,4430,7,South Sudan,85.33,USD,Bank Transfer,2025-06-25
1178,4284,15,South Sudan,106.72,USD,Cash,2025-09-09
1179,4668,13,South Sudan,208.98,USD,Bank Transfer,2026-07-04
1180,3604,16,Uganda,231.54,USD,Voucher,2025-12-17
1181,4493,4,Kenya,274.23,USD,Cash,2025-07-13
1182,2596,24,South Sudan,252.09,USD,Voucher,2024-08-31
1183,691,28,South Sudan,46.83,USD,Cash,2025-10-01
1184,422,24,Ethiopia,264.7,USD,Cash,2025-12-13
1185,2,7,Uganda,370.92,USD,Voucher,2025-08-11
1186,3836,11,Uganda,109.05,USD,Cash,2025-05-18
1187,916,4,Ethiopia,136.85,USD,Mobile Money,2025-06-09
1188,1995,5,Uganda,390.46,USD,Cash,2025-08-19
1189,4999,18,Somalia,37.18,USD,Cash,2025-02-22
1190,4624,15,Kenya,367.15,USD,Mobile Money,2025-01-04
1191,2203,24,Kenya,278.85,USD,Voucher,2024-10-01
1192,1200,7,Uganda,34.89,USD,Voucher,2024-10-05
1193,936,20,Somalia,294.02,USD,Voucher,2024-09-15
1194,2327,14,Ethiopia,288.67,USD,Voucher,2026-01-02
1195,2568,21,South Sudan,280.61,USD,Voucher,2024-10-30
1196,321,4,Kenya,117.9,USD,Mobile Money,2025-01-17
1197,3475,7,Somalia,370.62,USD,Mobile Money,2025-08-09
1198,300,22,Somalia,59.51,USD,Bank Transfer,2024-07-31
1199,4132,21,Uganda,84.81,USD,Voucher,2025-05-27
1200,1539,26,Ethiopia,99.43,USD,Cash,2025-07-03
1201,3862,3,South Sudan,264.65,USD,Mobile Money,2025-01-11
1202,661,23,Uganda,399.17,USD,Mobile Money,2025-04-28
1203,4107,15,Ethiopia,468.24,USD,Mobile Money,2025-05-06
1204,3802,4,Somalia,135.69,USD,Cash,2025-08-16
1205,1978,8,Somalia,129.56,USD,Mobile Money,2026-01-07
1206,1134,12,Kenya,85.31,USD,Voucher,2025-09-12
1207,2368,19,Uganda,356.25,USD,Cash,2026-06-11
1208,4858,28,Kenya,379.8,USD,Mobile Money,2024-11-08
1209,1610,5,Uganda,231.73,USD,Mobile Money,2024-09-10
1210,1570,25,Kenya,276.43,USD,Voucher,2025-12-25
1211,3862,6,Kenya,256.42,USD,Bank Transfer,2025-06-27
1212,460,7,South Sudan,394.45,USD,Voucher,2025-03-03
1213,3538,8,Somalia,53.47,USD,Bank Transfer,2025-10-31
1214,3774,15,Kenya,164.01,USD,Voucher,2025-06-05
1215,2207,20,South Sudan,160.09,USD,Cash,2025-05-01
1216,3657,11,Somalia,302.46,USD,Cash,2025-10-10
1217,2937,9,South Sudan,409.21,USD,Voucher,2026-05-01
1218,1841,30,Kenya,311.78,USD,Voucher,2025-10-23
1219,38,24,Ethiopia,305.94,USD,Voucher,2024-10-25
1220,3478,29,Ethiopia,405.87,USD,Mobile Money,2024-08-21
1221,3746,22,South Sudan,134.42,USD,Cash,2025-12-11
1222,936,25,Uganda,50.95,USD,Cash,2026-05-07
1223,2893,11,South Sudan,47.29,USD,Voucher,2026-04-19
1224,1638,27,Ethiopia,271.34,USD,Cash,2026-03-03
1225,2344,19,Kenya,294.26,USD,Bank Transfer,2025-01-07
1226,3954,1,Kenya,418.92,USD,Mobile Money,2025-07-07
1227,4934,5,Kenya,160.56,USD,Voucher,2025-03-16
1228,4621,25,Somalia,187.91,USD,Mobile Money,2026-02-12
1229,1505,13,Somalia,414.91,USD,Cash,2024-12-07
1230,4147,12,Kenya,182.78,USD,Mobile Money,2025-04-03
1231,4677,29,Uganda,98.94,USD,Mobile Money,2026-02-11
1232,3803,29,Kenya,409.57,USD,Cash,2025-11-17
1233,2487,30,Ethiopia,319.74,USD,Bank Transfer,2026-05-10
1234,2126,2,Ethiopia,201.67,USD,Mobile Money,2025-08-10
1235,793,22,Kenya,71.73,USD,Voucher,2025-01-17
1236,2408,17,Somalia,372.81,USD,Cash,2026-04-22
1237,3887,8,Somalia,145.98,USD,Voucher,2025-11-07
1238,3843,12,Uganda,71.09,USD,Bank Transfer,2025-05-27
1239,902,30,Uganda,273.18,USD,Voucher,2025-04-29
1240,3252,21,South Sudan,444.32,USD,Mobile Money,2025-08-13
1241,1281,29,Ethiopia,71.11,USD,Mobile Money,2026-07-15
1242,4708,19,Kenya,300.86,USD,Bank Transfer,2024-10-07
1243,789,8,Somalia,417.96,USD,Mobile Money,2025-08-21
1244,565,30,Kenya,417.49,USD,Mobile Money,2025-10-05
1245,3978,20,Ethiopia,140.1,USD,Voucher,2025-06-24
1246,3643,12,Ethiopia,271.82,USD,Mobile Money,2025-01-17
1247,692,4,Kenya,410.65,USD,Cash,2024-09-08
1248,2248,23,Kenya,296.26,USD,Bank Transfer,2025-08-21
1249,2995,30,Ethiopia,429.1,USD,Voucher,2026-04-17
1250,188,1,Somalia,499.05,USD,Voucher,2026-06-03
1251,880,16,Somalia,339.24,USD,Cash,2024-08-01
1252,4211,5,Ethiopia,371.53,USD,Voucher,2025-08-09
1253,3241,1,Somalia,81.62,USD,Cash,2025-03-08
1254,2483,17,South Sudan,422.43,USD,Bank Transfer,2024-12-31
1255,2873,11,Uganda,423.29,USD,Mobile Money,2025-03-01
1256,1010,27,Uganda,25.23,USD,Mobile Money,2026-07-09
1257,3552,7,South Sudan,234.68,USD,Mobile Money,2025-03-29
1258,2814,1,Ethiopia,117.57,USD,Bank Transfer,2025-02-14
1259,4610,17,Kenya,296.28,USD,Cash,2025-09-06
1260,2791,23,Ethiopia,224.31,USD,Bank Transfer,2026-07-03
1261,259,21,Somalia,387.07,USD,Voucher,2024-08-30
1262,4650,15,Kenya,224.83,USD,Bank Transfer,2026-07-10
1263,4811,2,Ethiopia,200.5,USD,Cash,2025-05-05
1264,3073,26,Ethiopia,218.88,USD,Mobile Money,2024-10-29
1265,2581,30,Somalia,295.65,USD,Mobile Money,2026-02-27
1266,1720,28,South Sudan,446.88,USD,Bank Transfer,2025-01-07
1267,3815,3,Uganda,33.28,USD,Voucher,2025-09-03
1268,3944,7,Uganda,386.37,USD,Mobile Money,2025-10-10
1269,1760,16,Somalia,30.53,USD,Cash,2024-09-26
1270,4531,22,South Sudan,205.41,USD,Voucher,2026-06-22
1271,4654,28,Somalia,445.31,USD,Bank Transfer,2025-06-16
1272,4066,8,South Sudan,335.25,USD,Bank Transfer,2025-01-14
1273,2193,7,South Sudan,476.18,USD,Cash,2026-05-18
1274,652,12,Kenya,337.67,USD,Mobile Money,2025-09-25
1275,4015,2,Ethiopia,387.84,USD,Mobile Money,2026-02-03
1276,644,27,Uganda,250.26,USD,Mobile Money,2026-05-11
1277,3115,30,South Sudan,186.35,USD,Bank Transfer,2025-03-31
1278,311,15,South Sudan,193.53,USD,Mobile Money,2024-10-15
1279,3432,1,Somalia,149.69,USD,Bank Transfer,2025-04-13
1280,2189,20,Ethiopia,96.17,USD,Voucher,2026-02-24
1281,385,19,Somalia,92.67,USD,Cash,2026-04-29
1282,3265,7,Uganda,209.09,USD,Bank Transfer,2026-05-23
1283,2478,14,Kenya,160.02,USD,Mobile Money,2026-02-01
1284,4487,12,Uganda,376.82,USD,Voucher,2025-05-11
1285,162,1,South Sudan,370.41,USD,Mobile Money,2025-03-19
1286,912,21,Somalia,361.01,USD,Voucher,2025-04-14
1287,3167,10,Uganda,78.92,USD,Cash,2025-11-22
1288,4802,14,Somalia,79.84,USD,Cash,2026-06-15
1289,3155,25,South Sudan,83.06,USD,Bank Transfer,2025-06-06
1290,4551,19,Kenya,173.64,USD,Cash,2025-02-05
1291,3759,1,Uganda,204.44,USD,Mobile Money,2025-10-30
1292,3909,21,South Sudan,456.83,USD,Cash,2026-03-08
1293,2599,5,Kenya,420.07,USD,Bank Transfer,2026-01-13
1294,262,1,Ethiopia,351.62,USD,Cash,2024-10-02
1295,3744,13,Kenya,158.81,USD,Bank Transfer,2026-01-20
1296,2225,6,South Sudan,320.49,USD,Voucher,2025-09-02
1297,4907,27,Kenya,317.56,USD,Bank Transfer,2025-12-05
1298,3812,24,South Sudan,320.19,USD,Mobile Money,2025-03-02
1299,1046,23,Somalia,275.1,USD,Bank Transfer,2024-08-06
1300,3833,21,South Sudan,468.03,USD,Voucher,2025-12-23
1301,1476,21,Uganda,105.9,USD,Cash,2026-06-22
1302,3965,19,Kenya,139.74,USD,Cash,2024-10-01
1303,4398,6,South Sudan,62.93,USD,Mobile Money,2025-03-27
1304,4596,19,Ethiopia,339.69,USD,Voucher,2026-03-27
1305,4401,21,Somalia,171.37,USD,Cash,2025-10-20
1306,2123,14,Ethiopia,413.56,USD,Cash,2025-04-29
1307,840,6,South Sudan,475.08,USD,Voucher,2026-06-25
1308,2719,5,Uganda,426.94,USD,Bank Transfer,2025-09-30
1309,3902,6,Somalia,76.03,USD,Voucher,2025-09-15
1310,715,7,Somalia,363.6,USD,Voucher,2025-11-15
1311,2186,6,Uganda,411.64,USD,Bank Transfer,2025-05-24
1312,710,24,Ethiopia,400.48,USD,Voucher,2026-02-27
1313,1181,30,Uganda,193.99,USD,Cash,2026-07-02
1314,1103,12,Somalia,42.95,USD,Bank Transfer,2024-07-19
1315,4235,6,Uganda,460.75,USD,Voucher,2025-07-11
1316,3944,6,South Sudan,173.68,USD,Voucher,2025-02-11
1317,2086,24,Somalia,262.42,USD,Cash,2025-12-27
1318,1580,19,Ethiopia,229.09,USD,Bank Transfer,2026-02-17
1319,3812,22,Kenya,433.05,USD,Bank Transfer,2026-05-12
1320,2308,8,Kenya,363.55,USD,Bank Transfer,2024-08-24
1321,1738,11,Ethiopia,301.83,USD,Cash,2025-06-11
1322,2874,23,Kenya,245.11,USD,Cash,2025-04-08
1323,3284,20,Ethiopia,150.09,USD,Bank Transfer,2025-05-04
1324,2423,13,Somalia,84.35,USD,Cash,2026-02-03
1325,1153,8,Ethiopia,208.36,USD,Voucher,2025-04-06
1326,3713,26,South Sudan,96.41,USD,Bank Transfer,2025-09-07
1327,3642,27,Kenya,219.53,USD,Voucher,2025-01-25
1328,2136,23,Uganda,400.32,USD,Cash,2025-02-10
1329,4396,29,Uganda,325.83,USD,Bank Transfer,2025-05-23
1330,3006,28,Ethiopia,219.53,USD,Cash,2024-09-21
1331,981,17,Uganda,267.08,USD,Cash,2025-10-22
1332,4743,27,Somalia,175.98,USD,Mobile Money,2026-05-21
1333,1199,16,Somalia,138.07,USD,Mobile Money,2025-05-26
1334,2359,8,Somalia,141.8,USD,Bank Transfer,2024-09-05
1335,2920,24,Somalia,374.34,USD,Voucher,2025-08-12
1336,3764,3,Somalia,76.88,USD,Mobile Money,2026-04-08
1337,1112,13,Somalia,226.8,USD,Mobile Money,2025-09-02
1338,1521,12,Uganda,83.07,USD,Bank Transfer,2026-02-22
1339,2439,4,Ethiopia,156.18,USD,Voucher,2025-01-15
1340,4339,1,South Sudan,292.33,USD,Mobile Money,2025-09-28
1341,3399,21,Ethiopia,423.87,USD,Bank Transfer,2025-12-12
1342,1263,26,Uganda,264.28,USD,Cash,2025-09-28
1343,3078,12,South Sudan,43.58,USD,Bank Transfer,2024-09-20
1344,2817,10,Somalia,327.26,USD,Mobile Money,2025-05-07
1345,2558,4,Somalia,455.54,USD,Voucher,2025-02-02
1346,614,20,Somalia,221.04,USD,Voucher,2024-08-17
1347,2718,11,South Sudan,41.39,USD,Cash,2025-02-20
1348,841,22,South Sudan,390.63,USD,Mobile Money,2024-09-30
1349,699,12,Uganda,497.66,USD,Mobile Money,2026-07-19
1350,3075,10,Ethiopia,333.44,USD,Cash,2024-09-18
1351,3101,8,South Sudan,322.75,USD,Mobile Money,2025-09-24
1352,1926,5,South Sudan,324.55,USD,Mobile Money,2025-07-29
1353,3372,1,Kenya,161.42,USD,Mobile Money,2024-11-18
1354,995,10,South Sudan,475.38,USD,Voucher,2025-08-31
1355,3876,1,Uganda,104.28,USD,Cash,2026-02-07
1356,1641,2,Kenya,246.58,USD,Voucher,2026-02-09
1357,105,17,Ethiopia,286.5,USD,Mobile Money,2026-03-28
1358,4166,30,South Sudan,376.88,USD,Cash,2026-07-12
1359,4140,3,South Sudan,38.14,USD,Mobile Money,2024-10-05
1360,57,19,South Sudan,61.84,USD,Cash,2026-05-02
1361,3631,20,Somalia,85.29,USD,Cash,2024-10-29
1362,1908,1,Somalia,197.82,USD,Mobile Money,2025-12-13
1363,954,6,Somalia,143.11,USD,Voucher,2024-12-27
1364,3804,23,Ethiopia,216.61,USD,Cash,2025-12-13
1365,3649,1,Ethiopia,141.86,USD,Voucher,2025-09-16
1366,4660,1,South Sudan,72.63,USD,Bank Transfer,2025-01-21
1367,3928,18,Ethiopia,222.08,USD,Cash,2025-08-06
1368,3337,14,South Sudan,61.9,USD,Voucher,2025-03-26
1369,758,12,Uganda,405.38,USD,Mobile Money,2025-11-28
1370,737,5,Somalia,130.66,USD,Cash,2025-06-20
1371,3016,3,Ethiopia,188.64,USD,Cash,2026-07-17
1372,2606,1,Ethiopia,386.32,USD,Cash,2024-08-09
1373,766,9,Somalia,265.72,USD,Bank Transfer,2025-02-19
1374,2593,4,Kenya,292.96,USD,Bank Transfer,2025-12-21
1375,4267,25,Somalia,331.18,USD,Mobile Money,2026-07-13
1376,992,22,Uganda,357.0,USD,Mobile Money,2024-08-30
1377,2802,2,Uganda,257.57,USD,Mobile Money,2024-11-06
1378,4366,27,Kenya,411.48,USD,Mobile Money,2026-07-02
1379,4761,14,Ethiopia,495.31,USD,Voucher,2026-07-06
1380,3313,3,Somalia,137.89,USD,Bank Transfer,2024-11-01
1381,3570,13,Ethiopia,228.51,USD,Mobile Money,2025-12-14
1382,4230,7,Kenya,185.0,USD,Mobile Money,2025-05-01
1383,2427,27,Kenya,408.29,USD,Mobile Money,2026-07-04
1384,3077,13,South Sudan,254.59,USD,Mobile Money,2026-07-06
1385,2515,10,Ethiopia,208.48,USD,Voucher,2025-09-15
1386,4781,8,South Sudan,416.09,USD,Cash,2024-11-05
1387,2912,18,Somalia,67.38,USD,Bank Transfer,2025-08-12
1388,871,27,Kenya,400.08,USD,Bank Transfer,2025-11-29
1389,4843,16,South Sudan,52.29,USD,Cash,2024-11-06
1390,3671,22,South Sudan,274.21,USD,Voucher,2025-01-01
1391,3259,27,South Sudan,102.55,USD,Cash,2026-05-14
1392,4859,12,Somalia,323.08,USD,Bank Transfer,2024-12-10
1393,4183,24,Uganda,268.19,USD,Cash,2024-09-12
1394,4759,20,South Sudan,451.02,USD,Cash,2025-12-01
1395,4826,12,Kenya,380.8,USD,Voucher,2026-03-20
1396,1728,24,Uganda,216.52,USD,Cash,2025-01-11
1397,2778,11,South Sudan,385.75,USD,Voucher,2025-10-16
1398,1798,15,Somalia,323.68,USD,Mobile Money,2025-04-27
1399,3386,30,Somalia,94.62,USD,Voucher,2025-05-28
1400,394,30,Uganda,189.65,USD,Mobile Money,2025-09-10
1401,3066,9,Ethiopia,463.19,USD,Cash,2024-09-24
1402,3981,2,South Sudan,471.55,USD,Bank Transfer,2024-08-21
1403,4113,23,Ethiopia,157.39,USD,Cash,2025-05-12
1404,1617,6,Ethiopia,445.47,USD,Voucher,2026-06-29
1405,4719,20,Uganda,175.68,USD,Voucher,2025-03-16
1406,1527,24,Somalia,317.63,USD,Cash,2024-08-11
1407,4536,17,Ethiopia,227.66,USD,Voucher,2025-01-02
1408,1855,6,South Sudan,361.6,USD,Voucher,2024-10-16
1409,4665,5,Uganda,280.78,USD,Voucher,2026-06-16
1410,650,21,Kenya,411.62,USD,Voucher,2026-02-17
1411,2068,12,Somalia,424.88,USD,Cash,2026-04-20
1412,2893,15,South Sudan,223.66,USD,Cash,2026-02-20
1413,1673,6,Ethiopia,314.85,USD,Mobile Money,2024-11-27
1414,1245,22,Ethiopia,96.54,USD,Bank Transfer,2026-06-30
1415,450,27,Somalia,56.02,USD,Bank Transfer,2024-08-22
1416,3560,14,Somalia,156.74,USD,Bank Transfer,2025-03-06
1417,2,18,Ethiopia,168.11,USD,Cash,2025-01-11
1418,1941,22,Uganda,318.14,USD,Voucher,2025-03-11
1419,4995,8,South Sudan,423.41,USD,Mobile Money,2025-12-21
1420,4625,18,Somalia,24.5,USD,Mobile Money,2025-04-05
1421,3245,4,Somalia,237.35,USD,Bank Transfer,2024-11-26
1422,434,5,South Sudan,310.37,USD,Voucher,2025-10-18
1423,4418,20,Kenya,112.51,USD,Voucher,2024-07-24
1424,4785,18,Kenya,473.53,USD,Cash,2024-07-30
1425,4294,22,Ethiopia,25.75,USD,Mobile Money,2025-03-08
1426,3879,27,Kenya,110.8,USD,Mobile Money,2024-11-04
1427,2103,21,Kenya,271.63,USD,Mobile Money,2024-09-17
1428,2580,9,Uganda,401.67,USD,Mobile Money,2025-10-01
1429,3204,29,Somalia,330.47,USD,Mobile Money,2025-07-10
1430,1299,22,Ethiopia,450.7,USD,Mobile Money,2025-03-14
1431,1586,9,South Sudan,499.41,USD,Voucher,2024-08-05
1432,1715,26,South Sudan,458.58,USD,Cash,2026-02-28
1433,4901,9,Somalia,246.93,USD,Mobile Money,2026-02-05
1434,4488,29,Uganda,336.86,USD,Bank Transfer,2024-09-16
1435,966,26,Ethiopia,115.16,USD,Bank Transfer,2026-06-08
1436,4645,27,South Sudan,278.86,USD,Bank Transfer,2025-10-29
