education_id,beneficiary_id,school_code,education_level,country,enrollment_date,status
416,4576,SCH-022,Vocational,Somalia,2025-11-10,Enrolled
417,4709,SCH-052,Vocational,Somalia,2024-09-11,Completed
418,3410,SCH-055,Primary,Ethiopia,2025-11-30,Enrolled
419,108,SCH-020,Adult Learning,Uganda,2025-03-20,Enrolled
420,4803,SCH-006,Adult Learning,Uganda,2025-11-02,Completed
421,1488,SCH-015,Adult Learning,Kenya,2026-01-08,Completed
422,3699,SCH-032,Secondary,Uganda,2024-08-28,Dropped
423,2912,SCH-026,Secondary,Ethiopia,2024-11-29,Enrolled
424,1779,SCH-028,Secondary,Somalia,2026-01-07,Enrolled
425,2941,SCH-021,Adult Learning,Ethiopia,2024-11-06,Dropped
426,2940,SCH-075,Adult Learning,South Sudan,2026-02-26,Completed
427,1319,SCH-073,Primary,Ethiopia,2024-12-20,Completed
428,2215,SCH-012,Vocational,South Sudan,2025-10-08,Dropped
429,976,SCH-065,Primary,South Sudan,2026-03-24,Completed
430,3087,SCH-025,Vocational,Kenya,2025-07-30,Completed
431,3859,SCH-050,Vocational,Kenya,2026-06-05,Enrolled
432,3606,SCH-019,Vocational,Kenya,2025-02-20,Enrolled
433,646,SCH-042,Vocational,Kenya,2025-08-16,Completed
434,2192,SCH-073,Adult Learning,South Sudan,2024-12-03,Dropped
435,2946,SCH-031,Adult Learning,Kenya,2024-08-25,Dropped
436,3976,SCH-059,Primary,Uganda,2026-05-31,Dropped
437,4545,SCH-058,Secondary,Kenya,2025-05-10,Completed
438,1947,SCH-050,Vocational,Somalia,2025-03-13,Enrolled
439,1262,SCH-001,Vocational,Uganda,2025-01-17,Completed
440,2942,SCH-072,Adult Learning,Ethiopia,2024-11-16,Dropped
441,2111,SCH-016,Primary,South Sudan,2025-07-21,Enrolled
442,1501,SCH-064,Secondary,South Sudan,2025-11-11,Dropped
443,4221,SCH-037,Primary,Kenya,2024-08-15,Enrolled
444,1526,SCH-070,Secondary,Somalia,2026-06-11,Completed
445,4084,SCH-002,Vocational,South Sudan,2026-04-30,Dropped
446,1346,SCH-067,Primary,Kenya,2026-03-24,Dropped
447,4961,SCH-062,Primary,South Sudan,2025-05-13,Enrolled
448,1436,SCH-004,Secondary,Ethiopia,2025-09-19,Enrolled
449,3261,SCH-032,Adult Learning,Kenya,2025-06-07,Completed
450,2074,SCH-070,Secondary,Kenya,2024-11-13,Dropped
451,1762,SCH-044,Adult Learning,Uganda,2025-12-11,Dropped
452,267,SCH-067,Vocational,Ethiopia,2024-10-04,Completed
453,1098,SCH-041,Vocational,Kenya,2025-09-15,Enrolled
454,2349,SCH-071,Secondary,South Sudan,2025-01-24,Dropped
455,3576,SCH-002,Secondary,Somalia,2025-04-18,Enrolled
456,2036,SCH-032,Vocational,Uganda,2025-04-22,Enrolled
457,4556,SCH-039,Secondary,Ethiopia,2025-10-01,Completed
458,3823,SCH-058,Adult Learning,Somalia,2024-12-14,Completed
459,1008,SCH-027,Primary,Kenya,2025-11-30,Dropped
460,501,SCH-041,Primary,Somalia,2026-04-25,Completed
461,3125,SCH-061,Primary,Uganda,2024-08-20,Dropped
462,908,SCH-038,Vocational,Somalia,2025-01-09,Enrolled
463,2003,SCH-004,Secondary,Somalia,2024-11-11,Dropped
464,2362,SCH-054,Adult Learning,Kenya,2025-01-12,Completed
465,426,SCH-014,Vocational,Ethiopia,2025-06-20,Enrolled
466,3176,SCH-043,Primary,Ethiopia,2026-03-14,Dropped
467,3655,SCH-003,Secondary,Ethiopia,2026-03-01,Completed
468,2722,SCH-049,Secondary,Uganda,2025-09-26,Enrolled
469,759,SCH-066,Primary,Uganda,2025-09-19,Enrolled
470,886,SCH-040,Vocational,Kenya,2026-06-13,Enrolled
471,1083,SCH-017,Secondary,Uganda,2026-01-11,Enrolled
472,1526,SCH-056,Secondary,South Sudan,2024-11-14,Dropped
473,96,SCH-078,Secondary,South Sudan,2024-11-26,Completed
474,871,SCH-062,Vocational,Somalia,2025-09-09,Completed
475,4015,SCH-007,Secondary,Somalia,2024-09-30,Enrolled
476,3250,SCH-012,Adult Learning,Somalia,2025-01-07,Completed
477,4077,SCH-056,Adult Learning,Ethiopia,2025-08-02,Completed
478,1713,SCH-013,Secondary,South Sudan,2024-10-29,Dropped
479,2696,SCH-073,Secondary,South Sudan,2025-08-22,Completed
480,1410,SCH-004,Adult Learning,Ethiopia,2025-10-26,Completed
481,3878,SCH-046,Adult Learning,Somalia,2025-02-04,Completed
482,1000,SCH-031,Secondary,Ethiopia,2025-04-24,Enrolled
483,1847,SCH-023,Vocational,South Sudan,2025-08-10,Completed
484,598,SCH-032,Adult Learning,South Sudan,2026-05-07,Dropped
485,3158,SCH-048,Adult Learning,Ethiopia,2024-08-11,Dropped
486,119,SCH-064,Adult Learning,Uganda,2025-01-26,Dropped
487,2070,SCH-021,Secondary,Uganda,2026-01-06,Completed
488,4141,SCH-005,Adult Learning,South Sudan,2025-10-14,Enrolled
489,843,SCH-071,Secondary,Uganda,2025-09-30,Dropped
490,1073,SCH-011,Primary,Uganda,2024-12-27,Dropped
491,3660,SCH-041,Primary,South Sudan,2026-03-31,Enrolled
492,16,SCH-069,Vocational,South Sudan,2025-05-09,Dropped
493,4030,SCH-048,Secondary,Kenya,2026-03-31,Completed
494,2234,SCH-057,Vocational,Uganda,2025-10-28,Enrolled
495,2495,SCH-026,Vocational,Uganda,2024-12-15,Dropped
496,2200,SCH-031,Primary,Somalia,2025-04-12,Dropped
497,3799,SCH-057,Primary,South Sudan,2024-11-17,Enrolled
498,4236,SCH-075,Secondary,Kenya,2026-04-16,Dropped
499,1355,SCH-057,Adult Learning,Kenya,2025-08-24,Enrolled
500,2195,SCH-026,Adult Learning,Somalia,2024-12-09,Dropped
501,4525,SCH-047,Vocational,South Sudan,2025-07-29,Completed
502,2379,SCH-013,Secondary,South Sudan,2024-12-21,Completed
503,844,SCH-068,Vocational,Uganda,2025-02-13,Completed
504,3673,SCH-048,Adult Learning,Kenya,2025-10-15,Dropped
505,4130,SCH-001,Adult Learning,Uganda,2024-09-25,Dropped
506,3625,SCH-062,Vocational,Kenya,2026-05-22,Completed
507,1564,SCH-008,Adult Learning,Ethiopia,2025-05-12,Dropped
508,1220,SCH-018,Vocational,South Sudan,2026-07-02,Enrolled
509,3585,SCH-005,Primary,Somalia,2026-04-28,Dropped
510,1238,SCH-015,Vocational,Kenya,2025-05-03,Completed
511,149,SCH-041,Vocational,Kenya,2025-07-05,Enrolled
512,4345,SCH-067,Vocational,Somalia,2025-12-17,Completed
513,4024,SCH-038,Vocational,Somalia,2025-06-23,Completed
514,2942,SCH-061,Primary,Kenya,2024-11-03,Dropped
515,3663,SCH-023,Adult Learning,Kenya,2025-09-24,Dropped
516,1131,SCH-019,Adult Learning,Uganda,2024-10-12,Enrolled
517,4780,SCH-062,Vocational,South Sudan,2025-04-05,Completed
518,2168,SCH-077,Adult Learning,South Sudan,2026-05-18,Completed
519,3955,SCH-066,Secondary,Uganda,2026-02-20,Dropped
520,1013,SCH-059,Vocational,Ethiopia,2026-06-04,Dropped
521,1180,SCH-050,Vocational,Uganda,2025-12-13,Dropped
522,1864,SCH-030,Primary,South Sudan,2025-02-18,Enrolled
523,129,SCH-003,Vocational,Somalia,2025-11-17,Dropped
524,3065,SCH-043,Secondary,Somalia,2025-08-21,Enrolled
525,2757,SCH-019,Vocational,Ethiopia,2025-01-31,Completed
526,1363,SCH-020,Secondary,Somalia,2026-02-01,Enrolled
527,4412,SCH-055,Vocational,Ethiopia,2026-03-04,Enrolled
528,1683,SCH-057,Secondary,Uganda,2026-01-31,Enrolled
529,2154,SCH-021,Adult Learning,Ethiopia,2024-08-02,Completed
530,615,SCH-032,Vocational,Somalia,2024-12-26,Completed
531,826,SCH-036,Primary,Kenya,2026-01-08,Enrolled
532,273,SCH-036,Secondary,South Sudan,2026-05-03,Dropped
533,4927,SCH-060,Primary,Uganda,2026-02-20,Dropped
534,1118,SCH-065,Secondary,South Sudan,2025-06-14,Completed
535,365,SCH-029,Vocational,South Sudan,2025-10-21,Completed
536,2205,SCH-064,Vocational,Somalia,2026-05-09,Dropped
537,3652,SCH-080,Primary,South Sudan,2025-10-24,Dropped
538,745,SCH-028,Vocational,Somalia,2025-07-07,Enrolled
539,3859,SCH-014,Adult Learning,Kenya,2025-02-22,Enrolled
540,4664,SCH-018,Vocational,Somalia,2026-06-26,Enrolled
541,3277,SCH-071,Adult Learning,South Sudan,2024-12-17,Enrolled
542,1197,SCH-041,Vocational,Uganda,2025-08-13,Dropped
543,1616,SCH-051,Adult Learning,Kenya,2024-09-26,Completed
544,3741,SCH-073,Primary,Uganda,2025-10-10,Completed
545,1700,SCH-022,Vocational,Kenya,2026-06-04,Enrolled
546,3098,SCH-042,Vocational,Kenya,2025-02-06,Completed
547,4183,SCH-019,Vocational,South Sudan,2025-02-19,Enrolled
548,671,SCH-010,Primary,Uganda,2025-07-24,Completed
549,2700,SCH-012,Primary,South Sudan,2025-10-01,Dropped
550,4862,SCH-041,Vocational,South Sudan,2025-01-08,Dropped
551,2238,SCH-006,Secondary,Ethiopia,2025-01-31,Completed
552,1263,SCH-046,Primary,Somalia,2025-02-22,Completed
553,4320,SCH-008,Primary,Somalia,2026-03-10,Dropped
554,2085,SCH-041,Secondary,Kenya,2025-11-13,Completed
555,220,SCH-080,Secondary,Ethiopia,2025-03-07,Enrolled
556,961,SCH-002,Vocational,South Sudan,2026-03-11,Completed
557,2659,SCH-018,Secondary,Kenya,2024-11-27,Dropped
558,2573,SCH-023,Vocational,South Sudan,2026-05-20,Completed
559,2612,SCH-041,Secondary,Uganda,2025-10-07,Enrolled
560,1727,SCH-073,Adult Learning,Ethiopia,2025-04-13,Completed
561,4361,SCH-029,Primary,South Sudan,2026-04-06,Enrolled
562,4088,SCH-075,Primary,Kenya,2025-10-13,Completed
563,1624,SCH-025,Vocational,Somalia,2024-12-25,Enrolled
564,2223,SCH-022,Secondary,Somalia,2025-06-09,Enrolled
565,289,SCH-010,Adult Learning,Somalia,2026-02-21,Enrolled
566,2405,SCH-011,Primary,Ethiopia,2026-03-02,Dropped
567,4776,SCH-074,Secondary,Ethiopia,2024-12-18,Enrolled
568,3091,SCH-078,Vocational,South Sudan,2025-10-29,Dropped
569,947,SCH-006,Secondary,Somalia,2026-05-21,Enrolled
570,3931,SCH-026,Primary,Ethiopia,2025-01-18,Enrolled
571,3269,SCH-075,Vocational,Ethiopia,2025-08-10,Completed
572,4269,SCH-079,Vocational,Somalia,2025-12-15,Enrolled
573,4577,SCH-036,Adult Learning,Somalia,2024-09-02,Enrolled
574,1549,SCH-024,Vocational,South Sudan,2025-07-31,Enrolled
575,1622,SCH-062,Secondary,Somalia,2026-02-16,Dropped
576,2456,SCH-035,Secondary,Ethiopia,2025-05-27,Completed
577,4696,SCH-080,Adult Learning,Kenya,2026-02-17,Dropped
578,1477,SCH-037,Vocational,Somalia,2024-10-13,Completed
579,1947,SCH-058,Vocational,Kenya,2025-11-07,Enrolled
580,34,SCH-074,Adult Learning,Ethiopia,2025-04-11,Completed
581,1407,SCH-018,Primary,Ethiopia,2026-04-30,Dropped
582,4632,SCH-062,Secondary,Somalia,2026-04-01,Dropped
583,3138,SCH-043,Secondary,Ethiopia,2025-04-02,Enrolled
584,1789,SCH-033,Primary,Somalia,2026-05-16,Dropped
585,4447,SCH-072,Secondary,South Sudan,2025-12-04,Dropped
586,1975,SCH-080,Adult Learning,Ethiopia,2026-04-30,Completed
587,4548,SCH-004,Vocational,Kenya,2024-09-30,Enrolled
588,325,SCH-013,Primary,Ethiopia,2025-09-15,Completed
589,2524,SCH-023,Adult Learning,Ethiopia,2025-01-30,Dropped
590,3283,SCH-032,Secondary,Ethiopia,2024-12-28,Completed
591,1551,SCH-057,Secondary,South Sudan,2025-02-17,Enrolled
592,2402,SCH-059,Vocational,Ethiopia,2026-03-28,Dropped
593,2499,SCH-057,Vocational,South Sudan,2024-12-01,Dropped
594,2456,SCH-011,Secondary,Ethiopia,2025-03-30,Enrolled
595,1440,SCH-062,Secondary,Uganda,2025-03-05,Completed
596,4087,SCH-020,Adult Learning,Uganda,2026-04-29,Completed
597,3153,SCH-022,Adult Learning,Kenya,2024-08-18,Enrolled
598,4510,SCH-026,Primary,Somalia,2024-11-09,Enrolled
599,3176,SCH-002,Vocational,Ethiopia,2025-04-07,Dropped
600,4887,SCH-022,Primary,Kenya,2024-08-28,Dropped
601,1864,SCH-021,Secondary,Ethiopia,2025-09-22,Dropped
602,4233,SCH-039,Vocational,South Sudan,2025-06-01,Completed
603,1712,SCH-042,Secondary,South Sudan,2025-12-10,Completed
604,1187,SCH-035,Secondary,South Sudan,2024-08-19,Dropped
605,3869,SCH-007,Adult Learning,Somalia,2024-12-03,Completed
606,1948,SCH-063,Adult Learning,Uganda,2024-08-07,Dropped
607,1508,SCH-075,Vocational,Somalia,2024-07-20,Dropped
608,1913,SCH-061,Adult Learning,Somalia,2025-05-31,Dropped
609,2924,SCH-025,Vocational,Uganda,2025-12-12,Completed
610,513,SCH-040,Primary,Kenya,2025-01-22,Dropped
611,4126,SCH-032,Secondary,South Sudan,2025-08-31,Completed
612,3990,SCH-074,Vocational,Uganda,2026-06-15,Enrolled
613,332,SCH-048,Primary,Uganda,2025-04-08,Dropped
614,3698,SCH-065,Secondary,Somalia,2026-05-02,Enrolled
615,1034,SCH-020,Secondary,Uganda,2026-03-26,Enrolled
616,961,SCH-031,Adult Learning,Ethiopia,2026-04-10,Enrolled
617,513,SCH-016,Vocational,South Sudan,2026-04-22,Dropped
618,2586,SCH-079,Primary,Kenya,2024-10-07,Enrolled
619,921,SCH-070,Adult Learning,South Sudan,2025-09-09,Enrolled
620,3476,SCH-021,Primary,Uganda,2026-01-25,Completed
621,4812,SCH-063,Primary,Ethiopia,2025-11-02,Completed
622,672,SCH-003,Vocational,Uganda,2026-03-24,Completed
623,2530,SCH-021,Secondary,Uganda,2024-10-08,Dropped
624,2216,SCH-028,Vocational,Kenya,2025-05-20,Enrolled
625,1190,SCH-010,Primary,Uganda,2025-07-05,Enrolled
626,1336,SCH-039,Adult Learning,South Sudan,2026-01-14,Completed
627,93,SCH-054,Secondary,Uganda,2024-09-10,Completed
628,2163,SCH-043,Primary,Somalia,2025-11-04,Dropped
629,4824,SCH-062,Primary,South Sudan,2024-07-24,Completed
630,1177,SCH-049,Secondary,Somalia,2025-02-01,Enrolled
631,1078,SCH-025,Primary,Kenya,2025-07-18,Completed
632,3698,SCH-013,Secondary,Kenya,2024-11-01,Completed
633,607,SCH-057,Vocational,Ethiopia,2026-02-19,Dropped
634,367,SCH-020,Secondary,Ethiopia,2025-03-27,Completed
635,499,SCH-080,Adult Learning,South Sudan,2026-02-21,Enrolled
636,1516,SCH-078,Primary,Ethiopia,2024-12-11,Completed
637,4968,SCH-065,Secondary,Ethiopia,2025-10-15,Completed
638,3757,SCH-035,Secondary,South Sudan,2026-03-27,Dropped
639,4538,SCH-029,Vocational,South Sudan,2025-02-01,Enrolled
640,4375,SCH-027,Secondary,South Sudan,2025-09-08,Enrolled
641,420,SCH-079,Primary,Uganda,2026-01-22,Enrolled
642,3013,SCH-019,Adult Learning,South Sudan,2025-07-21,Dropped
643,1017,SCH-055,Vocational,Kenya,2024-12-18,Completed
644,1709,SCH-078,Vocational,Uganda,2025-06-24,Completed
645,1754,SCH-052,Secondary,Kenya,2026-04-14,Completed
646,2648,SCH-031,Secondary,Kenya,2025-10-16,Completed
647,1778,SCH-025,Primary,Somalia,2025-12-12,Completed
648,90,SCH-057,Secondary,Ethiopia,2025-03-08,Enrolled
649,447,SCH-069,Adult Learning,South Sudan,2025-08-10,Completed
650,4066,SCH-031,Vocational,Somalia,2026-03-18,Enrolled
651,3106,SCH-056,Adult Learning,Somalia,2025-02-21,Dropped
652,3541,SCH-015,Primary,South Sudan,2026-03-15,Completed
653,2683,SCH-051,Primary,Somalia,2026-03-27,Enrolled
654,3463,SCH-067,Secondary,Somalia,2025-07-04,Dropped
655,3149,SCH-005,Adult Learning,Kenya,2024-10-16,Completed
656,2138,SCH-065,Adult Learning,South Sudan,2026-07-18,Enrolled
657,1391,SCH-053,Secondary,Ethiopia,2025-08-22,Completed
658,955,SCH-034,Primary,Somalia,2024-11-28,Enrolled
659,1230,SCH-001,Vocational,Uganda,2025-11-22,Dropped
660,4107,SCH-028,Adult Learning,Somalia,2024-08-02,Completed
661,3281,SCH-032,Vocational,Kenya,2026-06-21,Dropped
662,3894,SCH-026,Primary,South Sudan,2026-01-28,Dropped
663,4155,SCH-005,Vocational,South Sudan,2024-09-04,Enrolled
664,3207,SCH-032,Primary,South Sudan,2026-01-30,Dropped
665,2203,SCH-011,Secondary,South Sudan,2024-12-19,Dropped
666,2515,SCH-060,Adult Learning,South Sudan,2025-07-23,Dropped
667,505,SCH-080,Adult Learning,South Sudan,2026-01-02,Completed
668,4971,SCH-039,Secondary,Somalia,2025-07-09,Completed
669,4198,SCH-071,Vocational,Uganda,2025-01-02,Completed
670,2851,SCH-055,Secondary,Somalia,2025-07-30,Enrolled
671,4122,SCH-058,Vocational,Uganda,2026-06-15,Enrolled
672,2067,SCH-017,Primary,South Sudan,2025-06-03,Enrolled
673,1575,SCH-040,Adult Learning,South Sudan,2025-12-25,Completed
674,4189,SCH-012,Adult Learning,Kenya,2026-01-16,Dropped
675,1563,SCH-080,Primary,Ethiopia,2025-07-02,Completed
676,2282,SCH-012,Vocational,Ethiopia,2026-02-24,Completed
677,4809,SCH-017,Adult Learning,Ethiopia,2024-09-07,Dropped
678,2873,SCH-072,Adult Learning,Uganda,2025-08-22,Enrolled
679,332,SCH-079,Vocational,South Sudan,2025-06-16,Dropped
680,4225,SCH-079,Secondary,Kenya,2025-11-18,Enrolled
681,2279,SCH-022,Adult Learning,Kenya,2026-01-21,Dropped
682,3831,SCH-026,Vocational,Somalia,2026-02-15,Enrolled
683,3604,SCH-015,Secondary,Uganda,2026-01-23,Dropped
684,4790,SCH-039,Primary,Somalia,2025-11-01,Dropped
685,4212,SCH-037,Vocational,Kenya,2026-04-26,Completed
686,4944,SCH-024,Adult Learning,Uganda,2025-06-13,Enrolled
687,3221,SCH-046,Adult Learning,Kenya,2025-08-10,Enrolled
688,3250,SCH-036,Secondary,South Sudan,2025-10-24,Enrolled
689,4659,SCH-070,Secondary,South Sudan,2024-09-26,Completed
690,4767,SCH-055,Primary,South Sudan,2025-05-31,Dropped
691,3326,SCH-042,Primary,Uganda,2026-06-13,Enrolled
692,2519,SCH-019,Vocational,South Sudan,2025-09-05,Dropped
693,1176,SCH-076,Secondary,South Sudan,2026-01-13,Completed
694,4239,SCH-051,Vocational,Ethiopia,2025-01-26,Dropped
695,1450,SCH-011,Vocational,South Sudan,2026-02-26,Enrolled
696,1003,SCH-079,Secondary,Uganda,2025-03-07,Dropped
697,1178,SCH-021,Secondary,Somalia,2024-11-07,Dropped
698,1186,SCH-003,Adult Learning,Uganda,2025-05-12,Enrolled
699,779,SCH-024,Primary,South Sudan,2025-08-22,Enrolled
700,3081,SCH-066,Secondary,South Sudan,2025-10-19,Dropped
701,4834,SCH-079,Primary,Somalia,2026-01-17,Completed
702,1233,SCH-030,Secondary,Ethiopia,2024-08-21,Dropped
703,1321,SCH-001,Vocational,Somalia,2025-07-24,Dropped
704,929,SCH-042,Secondary,South Sudan,2026-03-14,Enrolled
705,3505,SCH-046,Secondary,Uganda,2025-01-11,Dropped
706,4148,SCH-056,Secondary,Uganda,2025-05-23,Enrolled
707,3287,SCH-064,Vocational,South Sudan,2025-08-16,Dropped
708,1008,SCH-040,Primary,Kenya,2025-09-03,Dropped
709,2951,SCH-062,Primary,Somalia,2024-12-11,Dropped
710,697,SCH-038,Secondary,Somalia,2025-06-09,Completed
711,84,SCH-017,Adult Learning,Uganda,2024-12-01,Completed
712,2787,SCH-055,Secondary,South Sudan,2024-10-12,Enrolled
713,247,SCH-049,Primary,Ethiopia,2024-07-24,Enrolled
714,4762,SCH-010,Primary,Kenya,2024-11-29,Completed
715,427,SCH-037,Primary,Kenya,2025-06-17,Completed
716,1777,SCH-023,Primary,Somalia,2026-03-20,Dropped
717,928,SCH-009,Adult Learning,Kenya,2026-01-09,Enrolled
718,1530,SCH-023,Adult Learning,Ethiopia,2025-10-20,Completed
719,4323,SCH-055,Primary,Uganda,2025-08-19,Completed
720,2822,SCH-048,Vocational,Uganda,2025-02-06,Dropped
721,59,SCH-031,Vocational,South Sudan,2025-05-16,Completed
722,3055,SCH-055,Secondary,Kenya,2024-10-23,Completed
723,1297,SCH-030,Vocational,Kenya,2024-11-29,Enrolled
724,3774,SCH-068,Vocational,Somalia,2025-03-03,Enrolled
725,3424,SCH-020,Adult Learning,Ethiopia,2025-09-15,Completed
726,3279,SCH-044,Adult Learning,Ethiopia,2025-04-23,Completed
727,2869,SCH-025,Secondary,Uganda,2024-12-12,Enrolled
728,2128,SCH-033,Secondary,Uganda,2025-07-12,Enrolled
729,3421,SCH-009,Secondary,Kenya,2024-12-24,Completed
730,2922,SCH-041,Vocational,Somalia,2025-07-01,Enrolled
731,4130,SCH-010,Secondary,Ethiopia,2026-05-15,Dropped
732,3641,SCH-051,Secondary,Ethiopia,2025-01-01,Completed
733,2486,SCH-069,Secondary,Ethiopia,2024-07-30,Dropped
734,2649,SCH-010,Vocational,Kenya,2025-03-04,Dropped
735,1168,SCH-040,Secondary,South Sudan,2026-02-10,Completed
736,4826,SCH-063,Vocational,Uganda,2025-07-01,Completed
737,155,SCH-057,Vocational,Ethiopia,2025-12-17,Dropped
738,4711,SCH-055,Vocational,South Sudan,2026-02-03,Completed
739,1072,SCH-069,Vocational,Somalia,2025-04-06,Dropped
740,4958,SCH-066,Secondary,Ethiopia,2025-03-16,Completed
741,1824,SCH-078,Primary,Uganda,2026-07-14,Enrolled
742,720,SCH-052,Secondary,Uganda,2024-10-29,Completed
743,2012,SCH-077,Adult Learning,Ethiopia,2025-12-06,Enrolled
744,2501,SCH-043,Primary,Ethiopia,2024-11-11,Enrolled
745,2511,SCH-016,Secondary,Kenya,2025-06-09,Enrolled
746,2127,SCH-056,Vocational,Kenya,2025-11-03,Completed
747,3676,SCH-014,Adult Learning,Uganda,2024-08-16,Completed
748,4727,SCH-022,Adult Learning,Uganda,2024-10-08,Enrolled
749,4069,SCH-005,Adult Learning,Somalia,2024-09-14,Dropped
750,2171,SCH-039,Primary,Ethiopia,2025-09-24,Dropped
751,4248,SCH-079,Primary,Somalia,2026-04-29,Completed
752,746,SCH-060,Secondary,South Sudan,2025-10-22,Enrolled
753,518,SCH-073,Adult Learning,Ethiopia,2026-06-11,Enrolled
754,3776,SCH-077,Primary,Ethiopia,2026-04-27,Dropped
755,1382,SCH-002,Adult Learning,Kenya,2026-03-17,Enrolled
756,4934,SCH-072,Primary,Ethiopia,2025-11-10,Enrolled
757,4349,SCH-066,Vocational,Ethiopia,2024-10-28,Dropped
758,4070,SCH-042,Adult Learning,Uganda,2026-03-07,Dropped
759,3478,SCH-052,Secondary,Kenya,2024-09-09,Enrolled
760,186,SCH-007,Vocational,Somalia,2024-09-29,Completed
761,837,SCH-080,Vocational,Somalia,2025-06-28,Completed
762,1535,SCH-080,Primary,Somalia,2025-07-04,Enrolled
763,2612,SCH-026,Vocational,Kenya,2025-02-28,Completed
764,441,SCH-031,Adult Learning,Ethiopia,2025-06-04,Enrolled
765,369,SCH-068,Adult Learning,Somalia,2025-06-03,Enrolled
766,628,SCH-012,Vocational,Kenya,2025-03-24,Completed
767,2268,SCH-051,Adult Learning,Ethiopia,2025-05-22,Completed
768,2239,SCH-068,Primary,Kenya,2026-02-24,Dropped
769,555,SCH-009,Primary,South Sudan,2025-06-27,Enrolled
770,4961,SCH-010,Primary,Ethiopia,2026-03-12,Dropped
771,4743,SCH-039,Adult Learning,Kenya,2025-08-07,Completed
772,2925,SCH-035,Primary,South Sudan,2025-07-29,Dropped
773,1727,SCH-021,Primary,Ethiopia,2024-09-30,Enrolled
774,1151,SCH-079,Primary,Somalia,2025-06-27,Dropped
775,823,SCH-052,Vocational,Kenya,2025-06-14,Enrolled
776,68,SCH-059,Vocational,South Sudan,2026-02-11,Enrolled
777,4525,SCH-073,Secondary,Somalia,2025-07-28,Enrolled
778,1271,SCH-061,Adult Learning,Kenya,2025-06-16,Enrolled
779,3447,SCH-026,Primary,South Sudan,2024-10-03,Enrolled
780,194,SCH-075,Adult Learning,Uganda,2026-01-24,Completed
781,1388,SCH-053,Primary,Kenya,2025-11-02,Enrolled
782,2921,SCH-022,Primary,South Sudan,2024-08-25,Dropped
783,2047,SCH-009,Adult Learning,South Sudan,2024-08-12,Completed
784,3549,SCH-049,Vocational,Somalia,2025-09-18,Completed
785,4888,SCH-020,Primary,Uganda,2026-07-05,Completed
786,4988,SCH-079,Adult Learning,Ethiopia,2026-03-17,Enrolled
787,1240,SCH-014,Adult Learning,Somalia,2026-05-26,Dropped
788,2883,SCH-048,Secondary,Ethiopia,2024-10-23,Completed
789,3198,SCH-061,Secondary,Ethiopia,2026-03-12,Enrolled
790,755,SCH-022,Secondary,South Sudan,2025-10-20,Enrolled
791,274,SCH-017,Vocational,South Sudan,2024-11-01,Enrolled
792,3566,SCH-057,Primary,Kenya,2026-02-26,Enrolled
793,575,SCH-002,Vocational,Uganda,2025-11-27,Enrolled
794,1050,SCH-079,Adult Learning,Ethiopia,2024-09-16,Enrolled
795,719,SCH-013,Vocational,Ethiopia,2025-01-11,Dropped
796,2173,SCH-061,Adult Learning,Somalia,2024-11-26,Completed
797,4222,SCH-011,Secondary,South Sudan,2025-06-17,Enrolled
798,729,SCH-036,Adult Learning,Somalia,2024-11-21,Dropped
799,1120,SCH-060,Primary,Ethiopia,2026-01-08,Completed
800,4014,SCH-063,Secondary,Ethiopia,2025-11-04,Dropped
801,667,SCH-069,Secondary,South Sudan,2026-03-07,Completed
802,4844,SCH-056,Adult Learning,South Sudan,2024-09-18,Dropped
803,1590,SCH-055,Vocational,South Sudan,2026-01-04,Dropped
804,3709,SCH-054,Adult Learning,Ethiopia,2025-08-18,Completed
805,3754,SCH-080,Adult Learning,Somalia,2025-03-02,Dropped
806,4496,SCH-071,Primary,Kenya,2025-04-23,Completed
807,4537,SCH-019,Adult Learning,Uganda,2025-09-12,Enrolled
808,2424,SCH-040,Secondary,South Sudan,2024-11-06,Enrolled
809,4186,SCH-023,Adult Learning,Somalia,2025-09-13,Dropped
810,3226,SCH-067,Secondary,Uganda,2025-07-03,Completed
811,2361,SCH-027,Secondary,Somalia,2024-10-19,Completed
812,2935,SCH-054,Vocational,Kenya,2025-07-16,Completed
813,4733,SCH-054,Vocational,Uganda,2024-08-13,Dropped
814,989,SCH-014,Vocational,Kenya,2025-07-02,Dropped
815,2468,SCH-042,Vocational,Ethiopia,2026-05-28,Completed
816,113,SCH-013,Secondary,South Sudan,2026-05-20,Dropped
817,551,SCH-042,Vocational,Somalia,2024-12-02,Enrolled
818,4800,SCH-049,Secondary,Kenya,2024-09-16,Enrolled
819,3704,SCH-005,Primary,South Sudan,2026-04-19,Enrolled
820,2193,SCH-066,Adult Learning,South Sudan,2026-06-03,Enrolled
821,2094,SCH-045,Primary,Kenya,2026-02-11,Enrolled
822,4169,SCH-075,Secondary,Somalia,2025-02-17,Enrolled
823,4188,SCH-065,Adult Learning,Uganda,2025-07-22,Enrolled
824,1228,SCH-027,Secondary,Kenya,2025-02-16,Dropped
825,289,SCH-059,Adult Learning,Somalia,2026-02-07,Enrolled
826,3389,SCH-004,Vocational,Uganda,2025-11-15,Completed
827,3596,SCH-061,Adult Learning,Kenya,2025-04-23,Dropped
828,4428,SCH-031,Vocational,Ethiopia,2024-08-13,Enrolled
829,597,SCH-060,Vocational,Uganda,2025-10-26,Dropped
