distribution_id,project_id,beneficiary_id,food_item,quantity,unit,country,distribution_date,warehouse_code
1353,20,286,Beans,46,kg,Uganda,2025-12-30,WH-003
1354,20,4349,Lentils,68,kg,Uganda,2025-11-15,WH-003
1355,29,1670,Rice,82,kg,South Sudan,2024-12-03,WH-002
1356,7,2510,Beans,75,kg,Uganda,2025-06-16,WH-003
1357,16,1262,Cooking Oil,53,kg,Somalia,2025-07-23,WH-001
1358,6,1641,Lentils,76,kg,Somalia,2024-10-01,WH-003
1359,9,2040,Lentils,52,kg,Ethiopia,2025-11-22,WH-002
1360,18,3778,Salt,18,kg,Ethiopia,2026-03-30,WH-004
1361,2,4782,Rice,67,kg,Kenya,2024-11-14,WH-003
1362,14,854,Sugar,85,kg,Kenya,2026-04-13,WH-003
1363,11,933,Sugar,3,kg,Uganda,2024-11-03,WH-002
1364,26,811,Sugar,26,kg,Somalia,2024-07-28,WH-001
1365,4,12,Rice,29,kg,Ethiopia,2025-04-27,WH-003
1366,8,4740,Rice,92,kg,Ethiopia,2026-07-15,WH-004
1367,3,2742,Rice,43,kg,Uganda,2024-11-18,WH-002
1368,23,970,Beans,9,kg,Ethiopia,2025-02-12,WH-002
1369,14,4823,Sugar,64,kg,Somalia,2026-04-26,WH-003
1370,25,3524,Beans,97,kg,Uganda,2025-08-08,WH-002
1371,10,4225,Beans,71,kg,Kenya,2026-01-16,WH-001
1372,19,1243,Maize Flour,51,kg,Kenya,2024-08-03,WH-003
1373,24,3874,Maize Flour,49,kg,Kenya,2026-07-09,WH-003
1374,19,2357,Maize Flour,75,kg,Uganda,2025-11-12,WH-001
1375,30,995,Sugar,49,kg,South Sudan,2025-07-01,WH-002
1376,1,1565,Beans,96,kg,Somalia,2026-03-27,WH-002
1377,3,2858,Sugar,2,kg,South Sudan,2025-11-12,WH-001
1378,8,507,Rice,94,kg,Kenya,2026-01-20,WH-003
1379,20,1098,Cooking Oil,96,kg,South Sudan,2024-11-19,WH-001
1380,1,2394,Salt,40,kg,Uganda,2025-05-21,WH-001
1381,30,857,Salt,19,kg,South Sudan,2024-12-31,WH-004
1382,29,3163,Cooking Oil,84,kg,Uganda,2026-01-17,WH-003
1383,9,4910,Cooking Oil,50,kg,Uganda,2025-01-12,WH-002
1384,6,2287,Cooking Oil,38,kg,Ethiopia,2026-06-14,WH-004
1385,3,821,Rice,28,kg,Kenya,2024-08-07,WH-002
1386,3,4148,Rice,56,kg,South Sudan,2024-10-12,WH-001
1387,12,1447,Maize Flour,57,kg,Uganda,2024-12-06,WH-003
1388,8,1421,Beans,55,kg,Somalia,2025-08-05,WH-004
1389,25,4117,Rice,58,kg,Ethiopia,2025-06-02,WH-002
1390,27,1844,Salt,28,kg,Somalia,2025-05-22,WH-001
1391,9,1771,Maize Flour,17,kg,Somalia,2024-10-04,WH-004
1392,22,3581,Salt,85,kg,Somalia,2025-03-04,WH-004
1393,8,4858,Salt,64,kg,Uganda,2024-09-10,WH-003
1394,23,3698,Sugar,87,kg,Uganda,2025-11-13,WH-003
1395,20,560,Cooking Oil,70,kg,Ethiopia,2024-10-27,WH-004
1396,4,3769,Rice,92,kg,Ethiopia,2026-01-02,WH-001
1397,22,733,Salt,20,kg,Kenya,2025-05-27,WH-004
1398,30,1510,Rice,57,kg,Somalia,2025-03-29,WH-004
1399,1,1591,Beans,97,kg,Somalia,2025-11-17,WH-004
1400,16,2556,Maize Flour,56,kg,South Sudan,2025-07-17,WH-003
1401,16,1813,Cooking Oil,56,kg,Uganda,2024-08-03,WH-004
1402,30,2562,Sugar,35,kg,South Sudan,2024-11-07,WH-001
1403,25,1351,Lentils,65,kg,Kenya,2024-11-11,WH-002
1404,16,3666,Maize Flour,36,kg,Somalia,2024-08-06,WH-004
1405,15,4237,Lentils,21,kg,Somalia,2025-07-25,WH-002
1406,2,4438,Lentils,65,kg,South Sudan,2024-10-23,WH-003
1407,30,1182,Lentils,51,kg,Kenya,2025-10-08,WH-004
1408,26,647,Sugar,74,kg,Kenya,2024-10-29,WH-003
1409,6,1512,Maize Flour,79,kg,Uganda,2025-05-08,WH-004
1410,23,2162,Maize Flour,30,kg,Ethiopia,2025-01-17,WH-001
1411,18,2845,Salt,89,kg,Kenya,2025-07-20,WH-004
1412,26,2949,Beans,46,kg,Ethiopia,2025-07-22,WH-003
1413,18,4865,Lentils,16,kg,Kenya,2024-11-18,WH-004
1414,14,3303,Lentils,75,kg,Ethiopia,2025-01-29,WH-001
1415,17,4654,Beans,61,kg,Kenya,2026-01-17,WH-003
1416,23,4779,Maize Flour,40,kg,Kenya,2024-12-31,WH-002
1417,12,4903,Cooking Oil,75,kg,Kenya,2025-10-24,WH-003
1418,9,3679,Lentils,77,kg,Somalia,2024-08-22,WH-001
1419,18,898,Rice,77,kg,Kenya,2025-06-25,WH-004
1420,13,3411,Lentils,81,kg,South Sudan,2026-03-13,WH-004
1421,15,2659,Beans,31,kg,South Sudan,2026-05-11,WH-002
1422,27,3927,Salt,40,kg,South Sudan,2024-12-30,WH-003
1423,14,1046,Rice,74,kg,Kenya,2026-06-10,WH-002
1424,1,892,Salt,74,kg,Kenya,2024-10-03,WH-001
1425,28,3862,Salt,18,kg,Uganda,2025-11-20,WH-004
1426,24,3362,Salt,43,kg,South Sudan,2025-04-03,WH-003
1427,9,4014,Cooking Oil,64,kg,Kenya,2025-12-09,WH-003
1428,14,3606,Cooking Oil,75,kg,Uganda,2025-05-02,WH-001
1429,7,1125,Cooking Oil,44,kg,Ethiopia,2026-02-27,WH-004
1430,9,566,Sugar,15,kg,Somalia,2025-12-19,WH-003
1431,14,2759,Lentils,73,kg,Uganda,2026-01-18,WH-002
1432,1,4099,Cooking Oil,23,kg,Ethiopia,2025-06-06,WH-004
1433,30,2486,Beans,76,kg,Kenya,2026-03-05,WH-001
1434,15,3360,Maize Flour,85,kg,South Sudan,2024-11-21,WH-002
1435,20,2458,Sugar,65,kg,Ethiopia,2026-04-17,WH-003
1436,18,3608,Beans,51,kg,Somalia,2026-02-02,WH-001
1437,7,4113,Salt,24,kg,Somalia,2024-12-20,WH-001
1438,26,846,Lentils,42,kg,Uganda,2025-04-10,WH-002
1439,23,3248,Salt,63,kg,Kenya,2025-08-16,WH-004
1440,5,4985,Beans,27,kg,South Sudan,2025-03-13,WH-003
1441,22,2669,Beans,46,kg,Kenya,2026-03-05,WH-003
1442,5,4606,Lentils,78,kg,Somalia,2026-06-08,WH-003
1443,14,2546,Rice,10,kg,South Sudan,2026-01-27,WH-003
1444,24,3079,Maize Flour,17,kg,South Sudan,2026-04-24,WH-002
1445,18,1047,Cooking Oil,12,kg,Uganda,2026-05-10,WH-004
1446,18,1080,Rice,11,kg,Kenya,2026-06-01,WH-001
1447,3,2144,Sugar,45,kg,Ethiopia,2026-02-01,WH-002
1448,9,1727,Cooking Oil,56,kg,Somalia,2024-08-21,WH-001
1449,9,1152,Maize Flour,78,kg,Somalia,2025-01-31,WH-004
1450,16,4175,Salt,56,kg,Uganda,2025-07-30,WH-002
1451,4,3406,Lentils,54,kg,Ethiopia,2025-02-17,WH-002
1452,6,890,Maize Flour,16,kg,Somalia,2026-03-01,WH-001
1453,13,99,Beans,68,kg,Kenya,2025-06-15,WH-003
1454,16,3499,Salt,69,kg,Somalia,2025-10-03,WH-004
1455,12,4144,Beans,47,kg,Ethiopia,2024-08-19,WH-002
1456,14,4741,Sugar,66,kg,South Sudan,2025-10-01,WH-004
1457,27,2909,Sugar,72,kg,Uganda,2026-07-18,WH-004
1458,17,169,Cooking Oil,40,kg,Kenya,2024-07-26,WH-004
1459,18,2423,Maize Flour,49,kg,Somalia,2024-08-17,WH-002
1460,26,1010,Beans,26,kg,Kenya,2026-06-19,WH-002
1461,12,715,Salt,92,kg,South Sudan,2025-03-19,WH-002
1462,27,3732,Salt,24,kg,Ethiopia,2025-04-30,WH-004
1463,17,12,Lentils,79,kg,Ethiopia,2025-09-24,WH-001
1464,21,2894,Sugar,60,kg,Uganda,2025-10-25,WH-004
1465,1,2055,Salt,52,kg,Ethiopia,2026-01-06,WH-001
1466,24,256,Lentils,66,kg,South Sudan,2026-03-18,WH-004
1467,27,717,Lentils,13,kg,Ethiopia,2026-03-06,WH-002
1468,25,1037,Rice,80,kg,Ethiopia,2025-09-15,WH-003
1469,16,4295,Salt,86,kg,Uganda,2025-12-25,WH-004
1470,23,1297,Salt,24,kg,Ethiopia,2024-12-07,WH-002
1471,21,2531,Rice,43,kg,Uganda,2024-12-21,WH-002
1472,10,1633,Sugar,35,kg,Ethiopia,2025-02-11,WH-004
1473,3,1107,Beans,49,kg,South Sudan,2024-11-05,WH-002
1474,9,3098,Beans,17,kg,Kenya,2024-10-17,WH-002
1475,30,1588,Cooking Oil,12,kg,South Sudan,2024-10-19,WH-003
1476,6,1200,Sugar,53,kg,Somalia,2025-12-04,WH-003
1477,9,2314,Lentils,52,kg,Somalia,2026-07-17,WH-004
1478,15,4639,Maize Flour,84,kg,Somalia,2025-10-08,WH-001
1479,14,3884,Salt,43,kg,South Sudan,2025-10-10,WH-002
1480,19,1634,Cooking Oil,46,kg,Uganda,2025-04-18,WH-001
1481,23,1381,Maize Flour,50,kg,Somalia,2026-06-30,WH-003
1482,8,804,Beans,58,kg,Ethiopia,2024-08-05,WH-004
1483,25,4128,Sugar,100,kg,Kenya,2024-11-04,WH-004
1484,9,2307,Rice,16,kg,Somalia,2025-11-28,WH-002
1485,30,1436,Beans,16,kg,Kenya,2026-05-30,WH-004
1486,17,4392,Cooking Oil,27,kg,Uganda,2024-08-17,WH-004
1487,7,101,Salt,85,kg,Somalia,2025-02-27,WH-001
1488,16,3757,Rice,19,kg,Uganda,2026-07-17,WH-003
1489,12,687,Maize Flour,5,kg,Ethiopia,2024-09-04,WH-004
1490,10,4334,Salt,70,kg,Uganda,2024-12-27,WH-001
1491,12,3214,Sugar,74,kg,Kenya,2026-04-28,WH-003
1492,17,1561,Cooking Oil,76,kg,Somalia,2025-02-11,WH-002
1493,17,1845,Beans,88,kg,South Sudan,2025-02-07,WH-001
1494,29,2042,Maize Flour,15,kg,Uganda,2024-09-19,WH-002
1495,3,3881,Maize Flour,65,kg,Somalia,2025-02-27,WH-003
1496,11,4652,Sugar,1,kg,Ethiopia,2024-10-19,WH-002
1497,2,275,Beans,8,kg,Uganda,2026-06-26,WH-001
1498,22,2062,Rice,49,kg,Ethiopia,2025-07-30,WH-002
1499,5,2725,Rice,80,kg,Somalia,2026-04-05,WH-004
1500,24,4407,Sugar,45,kg,South Sudan,2025-08-08,WH-001
1501,30,2387,Beans,79,kg,South Sudan,2024-08-12,WH-002
1502,27,1687,Cooking Oil,4,kg,Uganda,2026-02-09,WH-003
1503,20,3707,Cooking Oil,14,kg,Somalia,2025-09-26,WH-003
1504,29,4697,Maize Flour,31,kg,Ethiopia,2026-06-19,WH-004
1505,28,2421,Beans,100,kg,Kenya,2025-10-14,WH-004
1506,28,4732,Rice,43,kg,Ethiopia,2024-12-04,WH-001
1507,27,1884,Cooking Oil,27,kg,Ethiopia,2024-12-02,WH-004
1508,12,2365,Salt,75,kg,Uganda,2026-02-20,WH-004
1509,22,3717,Sugar,12,kg,South Sudan,2025-03-17,WH-003
1510,6,3479,Salt,26,kg,Somalia,2025-08-27,WH-001
1511,8,409,Cooking Oil,11,kg,Kenya,2025-03-30,WH-001
1512,25,4352,Sugar,81,kg,Kenya,2025-10-30,WH-002
1513,4,1916,Rice,39,kg,Uganda,2025-04-02,WH-002
1514,9,3544,Salt,59,kg,Uganda,2025-01-19,WH-004
1515,18,1219,Cooking Oil,78,kg,Ethiopia,2024-10-15,WH-004
1516,23,1012,Cooking Oil,66,kg,Somalia,2026-01-14,WH-002
1517,15,986,Lentils,64,kg,Uganda,2026-04-22,WH-002
1518,9,3174,Cooking Oil,24,kg,Uganda,2025-12-10,WH-004
1519,7,2447,Sugar,44,kg,Somalia,2024-09-25,WH-002
1520,13,4386,Rice,66,kg,Somalia,2025-05-04,WH-001
1521,9,2056,Rice,60,kg,Kenya,2025-05-04,WH-002
1522,27,4826,Salt,50,kg,Kenya,2024-10-09,WH-002
1523,14,2247,Salt,67,kg,Ethiopia,2025-07-20,WH-002
1524,27,4248,Beans,69,kg,Kenya,2026-07-07,WH-001
1525,30,2358,Sugar,53,kg,Ethiopia,2024-10-18,WH-001
1526,18,731,Lentils,48,kg,Ethiopia,2024-12-31,WH-002
1527,2,1455,Cooking Oil,93,kg,South Sudan,2025-05-18,WH-004
1528,28,3121,Salt,41,kg,Kenya,2026-04-05,WH-001
1529,24,198,Maize Flour,79,kg,Ethiopia,2026-01-18,WH-004
1530,8,1593,Cooking Oil,78,kg,Kenya,2025-01-05,WH-004
1531,27,1793,Salt,14,kg,Somalia,2025-12-17,WH-001
1532,4,2928,Lentils,96,kg,Uganda,2026-04-06,WH-003
1533,8,1684,Rice,5,kg,South Sudan,2025-08-16,WH-003
1534,26,2799,Rice,80,kg,Uganda,2026-01-14,WH-003
1535,23,2890,Salt,4,kg,Somalia,2025-01-21,WH-004
1536,22,423,Cooking Oil,22,kg,Uganda,2025-02-24,WH-003
1537,1,2103,Cooking Oil,11,kg,Ethiopia,2024-08-31,WH-003
1538,19,1896,Maize Flour,16,kg,South Sudan,2025-03-05,WH-003
1539,8,1048,Beans,42,kg,Kenya,2026-06-24,WH-002
1540,18,3500,Sugar,13,kg,South Sudan,2025-06-12,WH-004
1541,12,3373,Maize Flour,83,kg,Kenya,2024-07-28,WH-002
1542,13,1364,Maize Flour,82,kg,Ethiopia,2024-09-02,WH-003
1543,15,4930,Rice,63,kg,Kenya,2024-12-19,WH-002
1544,21,1388,Beans,31,kg,Kenya,2024-11-15,WH-004
1545,9,1541,Maize Flour,98,kg,Ethiopia,2025-07-20,WH-001
1546,2,829,Salt,54,kg,Kenya,2025-04-20,WH-001
1547,10,2901,Rice,34,kg,Ethiopia,2024-11-10,WH-003
1548,22,795,Cooking Oil,15,kg,Ethiopia,2025-03-05,WH-003
1549,4,2710,Beans,28,kg,Somalia,2026-06-05,WH-003
1550,8,4386,Rice,82,kg,Somalia,2025-05-25,WH-002
1551,23,3259,Rice,14,kg,South Sudan,2024-08-03,WH-001
1552,20,4051,Lentils,4,kg,Somalia,2026-02-19,WH-003
1553,6,2656,Rice,2,kg,South Sudan,2026-04-27,WH-003
1554,6,4687,Rice,31,kg,Uganda,2025-11-25,WH-003
1555,8,48,Beans,42,kg,Uganda,2024-08-22,WH-004
1556,24,1948,Beans,80,kg,Somalia,2025-04-09,WH-004
1557,13,267,Sugar,94,kg,South Sudan,2026-07-19,WH-003
1558,14,4726,Rice,26,kg,South Sudan,2024-10-23,WH-002
1559,8,2868,Lentils,36,kg,Somalia,2025-08-14,WH-002
1560,22,4964,Beans,11,kg,Kenya,2025-07-07,WH-001
1561,5,2981,Salt,53,kg,Ethiopia,2025-01-23,WH-002
1562,26,1762,Salt,55,kg,Ethiopia,2025-04-24,WH-004
1563,1,2668,Rice,73,kg,Ethiopia,2025-03-01,WH-003
1564,23,449,Rice,2,kg,Kenya,2025-09-10,WH-001
1565,17,4894,Cooking Oil,63,kg,Somalia,2025-08-22,WH-002
1566,1,130,Beans,32,kg,Somalia,2026-03-27,WH-003
1567,5,2325,Sugar,5,kg,Somalia,2025-08-28,WH-001
1568,12,2965,Rice,98,kg,Kenya,2024-07-20,WH-002
1569,27,4815,Sugar,44,kg,Kenya,2024-09-10,WH-003
1570,27,2143,Beans,54,kg,Kenya,2025-08-23,WH-003
1571,25,1092,Beans,18,kg,Uganda,2024-12-04,WH-004
1572,24,1050,Lentils,22,kg,South Sudan,2026-04-16,WH-001
1573,10,4798,Rice,13,kg,South Sudan,2026-03-17,WH-001
1574,24,3270,Beans,37,kg,South Sudan,2025-05-20,WH-001
1575,30,2901,Sugar,67,kg,Somalia,2025-03-19,WH-002
1576,22,1031,Beans,9,kg,Uganda,2024-12-09,WH-004
1577,24,4136,Maize Flour,51,kg,Kenya,2024-07-20,WH-002
1578,3,4760,Maize Flour,56,kg,Somalia,2025-01-28,WH-004
1579,6,2402,Rice,86,kg,Ethiopia,2025-04-04,WH-004
1580,6,1795,Maize Flour,28,kg,Kenya,2024-10-31,WH-001
1581,24,3046,Salt,15,kg,Ethiopia,2025-09-15,WH-002
1582,18,2204,Salt,89,kg,Somalia,2026-04-07,WH-001
1583,19,3450,Beans,5,kg,Ethiopia,2026-05-03,WH-002
1584,28,3940,Rice,61,kg,Uganda,2024-11-15,WH-003
1585,17,4416,Sugar,53,kg,Kenya,2026-05-19,WH-003
1586,26,3983,Cooking Oil,1,kg,South Sudan,2025-09-12,WH-004
1587,24,1079,Rice,66,kg,Kenya,2024-07-22,WH-004
1588,25,2663,Sugar,31,kg,Uganda,2025-10-26,WH-002
1589,8,1193,Maize Flour,60,kg,Somalia,2026-07-14,WH-003
1590,28,4748,Sugar,79,kg,Ethiopia,2024-08-19,WH-003
1591,25,4874,Rice,82,kg,Somalia,2026-03-10,WH-001
1592,22,4665,Beans,58,kg,Uganda,2024-11-05,WH-002
1593,28,2973,Beans,19,kg,Kenya,2025-01-08,WH-004
1594,23,1738,Maize Flour,55,kg,Somalia,2024-07-29,WH-002
1595,26,2388,Rice,2,kg,Uganda,2025-11-06,WH-004
1596,14,329,Salt,98,kg,South Sudan,2026-04-18,WH-004
1597,9,4073,Maize Flour,78,kg,Ethiopia,2025-11-19,WH-003
1598,6,2455,Sugar,7,kg,South Sudan,2025-03-18,WH-002
1599,14,463,Cooking Oil,70,kg,Ethiopia,2026-05-28,WH-001
1600,8,1996,Cooking Oil,34,kg,Kenya,2026-06-15,WH-003
1601,7,3291,Salt,41,kg,Ethiopia,2026-03-20,WH-003
1602,20,3239,Rice,59,kg,Ethiopia,2025-05-16,WH-003
1603,9,4133,Lentils,38,kg,Uganda,2024-11-22,WH-004
1604,21,2229,Cooking Oil,62,kg,Kenya,2025-12-02,WH-001
1605,23,4319,Lentils,74,kg,South Sudan,2024-07-27,WH-001
1606,16,3996,Rice,44,kg,Uganda,2026-06-05,WH-004
1607,15,536,Salt,24,kg,Kenya,2025-07-31,WH-002
1608,13,1698,Salt,96,kg,Somalia,2025-05-07,WH-001
1609,5,1192,Beans,37,kg,South Sudan,2025-08-25,WH-001
1610,5,3743,Beans,28,kg,Uganda,2026-01-14,WH-002
1611,29,563,Beans,61,kg,Kenya,2026-05-06,WH-004
1612,17,3006,Cooking Oil,96,kg,Kenya,2025-04-02,WH-004
1613,17,347,Maize Flour,36,kg,Ethiopia,2026-05-10,WH-002
1614,6,3689,Lentils,1,kg,Kenya,2025-04-05,WH-001
1615,18,3362,Beans,31,kg,Kenya,2025-04-25,WH-002
1616,26,3444,Maize Flour,58,kg,Kenya,2025-05-27,WH-003
1617,30,368,Sugar,14,kg,Somalia,2025-11-18,WH-004
1618,20,4586,Rice,62,kg,Kenya,2025-12-19,WH-004
1619,16,173,Maize Flour,97,kg,South Sudan,2024-09-16,WH-001
1620,2,1170,Maize Flour,85,kg,Ethiopia,2024-07-24,WH-003
1621,7,340,Sugar,73,kg,South Sudan,2024-08-24,WH-002
1622,13,900,Cooking Oil,85,kg,Somalia,2024-11-22,WH-004
1623,7,4843,Cooking Oil,94,kg,Ethiopia,2025-10-27,WH-001
1624,29,4436,Salt,24,kg,South Sudan,2024-09-06,WH-003
1625,25,4710,Sugar,10,kg,Uganda,2024-11-29,WH-001
1626,26,1215,Rice,98,kg,Kenya,2025-02-16,WH-004
1627,2,1678,Salt,45,kg,Ethiopia,2025-08-06,WH-003
1628,23,4346,Lentils,83,kg,Kenya,2026-04-18,WH-003
1629,16,1083,Maize Flour,100,kg,Ethiopia,2025-09-06,WH-002
1630,9,1603,Lentils,32,kg,Kenya,2026-04-25,WH-004
1631,16,4981,Beans,7,kg,South Sudan,2024-11-25,WH-004
1632,5,4983,Sugar,100,kg,Ethiopia,2026-02-27,WH-002
1633,1,3790,Beans,63,kg,Ethiopia,2026-06-13,WH-002
1634,10,3271,Lentils,22,kg,Uganda,2025-09-16,WH-003
1635,2,2114,Maize Flour,85,kg,Uganda,2025-03-15,WH-003
1636,6,3106,Beans,72,kg,Kenya,2026-07-02,WH-004
1637,6,4221,Sugar,100,kg,Kenya,2025-07-13,WH-001
1638,27,793,Rice,59,kg,Uganda,2025-09-18,WH-001
1639,21,4006,Lentils,36,kg,Kenya,2025-06-15,WH-004
1640,23,3041,Rice,16,kg,Kenya,2025-10-05,WH-003
1641,3,174,Maize Flour,85,kg,Ethiopia,2024-08-27,WH-004
1642,16,1763,Sugar,57,kg,Ethiopia,2025-02-18,WH-002
1643,22,4249,Sugar,26,kg,Ethiopia,2026-01-25,WH-003
1644,27,49,Rice,50,kg,Kenya,2025-10-15,WH-002
1645,6,309,Rice,35,kg,South Sudan,2025-01-03,WH-002
1646,11,1384,Cooking Oil,58,kg,Somalia,2026-04-12,WH-002
1647,11,2661,Cooking Oil,60,kg,South Sudan,2025-10-02,WH-001
1648,17,2658,Salt,84,kg,South Sudan,2025-01-17,WH-002
1649,17,3977,Lentils,25,kg,Somalia,2025-01-29,WH-003
1650,15,3912,Lentils,37,kg,Uganda,2025-10-29,WH-004
1651,19,4131,Salt,81,kg,South Sudan,2026-03-09,WH-001
1652,29,3504,Lentils,85,kg,Ethiopia,2025-01-17,WH-003
1653,1,2053,Cooking Oil,63,kg,Ethiopia,2025-07-10,WH-004
1654,22,994,Cooking Oil,18,kg,Ethiopia,2025-07-14,WH-003
1655,26,4395,Beans,27,kg,Kenya,2026-02-09,WH-004
1656,1,3013,Lentils,94,kg,Ethiopia,2024-12-17,WH-004
1657,21,1120,Maize Flour,82,kg,Somalia,2024-10-13,WH-001
1658,30,3393,Maize Flour,63,kg,Uganda,2026-07-16,WH-004
1659,21,588,Beans,7,kg,Somalia,2024-10-16,WH-003
1660,17,622,Lentils,17,kg,Kenya,2025-09-28,WH-001
1661,12,4489,Rice,74,kg,Uganda,2026-04-02,WH-002
1662,4,3846,Beans,86,kg,Ethiopia,2024-12-12,WH-004
1663,26,885,Cooking Oil,87,kg,Somalia,2025-09-30,WH-004
1664,6,934,Cooking Oil,35,kg,South Sudan,2025-11-01,WH-002
1665,25,593,Lentils,52,kg,South Sudan,2026-07-06,WH-002
1666,1,4188,Maize Flour,46,kg,Ethiopia,2025-03-26,WH-003
1667,11,29,Maize Flour,2,kg,Uganda,2025-09-22,WH-003
1668,2,432,Cooking Oil,86,kg,Kenya,2026-03-28,WH-002
1669,25,2395,Lentils,54,kg,South Sudan,2025-07-18,WH-003
1670,11,1601,Lentils,42,kg,Kenya,2025-06-27,WH-004
1671,24,3607,Lentils,88,kg,Somalia,2025-12-19,WH-001
1672,7,4720,Lentils,14,kg,South Sudan,2025-12-08,WH-003
1673,6,4189,Beans,55,kg,Ethiopia,2026-07-17,WH-001
1674,28,3072,Beans,55,kg,South Sudan,2025-12-17,WH-004
1675,17,3022,Sugar,39,kg,South Sudan,2025-12-23,WH-003
1676,10,3782,Rice,30,kg,South Sudan,2026-04-02,WH-004
1677,16,1367,Cooking Oil,37,kg,Kenya,2024-09-26,WH-003
1678,4,3143,Maize Flour,24,kg,Uganda,2025-02-07,WH-001
1679,20,2121,Cooking Oil,38,kg,Kenya,2024-07-25,WH-002
1680,13,3722,Lentils,18,kg,South Sudan,2025-02-27,WH-003
1681,20,1823,Rice,69,kg,Somalia,2025-01-17,WH-004
1682,19,3382,Salt,97,kg,Kenya,2024-08-23,WH-003
1683,23,4133,Salt,9,kg,Kenya,2025-09-10,WH-001
1684,8,978,Maize Flour,59,kg,Ethiopia,2024-12-03,WH-002
1685,5,2650,Rice,42,kg,Somalia,2026-02-24,WH-004
1686,5,3470,Maize Flour,34,kg,Somalia,2025-06-10,WH-004
1687,21,2082,Rice,35,kg,South Sudan,2026-05-31,WH-001
1688,9,1231,Salt,80,kg,Uganda,2026-03-07,WH-004
1689,10,3712,Maize Flour,71,kg,Ethiopia,2025-10-15,WH-004
1690,14,794,Rice,35,kg,Ethiopia,2025-11-10,WH-004
1691,4,4125,Lentils,71,kg,Ethiopia,2025-09-11,WH-001
1692,17,1677,Cooking Oil,27,kg,South Sudan,2024-11-22,WH-002
1693,26,48,Beans,17,kg,South Sudan,2024-11-29,WH-002
1694,24,2698,Lentils,38,kg,Ethiopia,2025-02-28,WH-003
1695,24,1298,Beans,24,kg,Somalia,2025-09-24,WH-003
1696,14,360,Rice,9,kg,Ethiopia,2025-03-25,WH-003
1697,24,2881,Rice,1,kg,Ethiopia,2025-01-12,WH-004
1698,21,1781,Maize Flour,64,kg,Somalia,2025-11-10,WH-002
1699,20,1219,Beans,96,kg,Kenya,2025-03-11,WH-003
1700,11,4566,Salt,79,kg,South Sudan,2025-10-13,WH-003
1701,23,4319,Rice,10,kg,Kenya,2025-11-18,WH-003
1702,11,451,Sugar,5,kg,Kenya,2026-04-23,WH-004
1703,29,1666,Cooking Oil,62,kg,Somalia,2025-10-07,WH-001
1704,20,1653,Salt,45,kg,South Sudan,2026-05-17,WH-001
1705,7,4592,Beans,71,kg,South Sudan,2025-02-23,WH-001
1706,22,3711,Rice,71,kg,Ethiopia,2025-03-08,WH-003
1707,7,4060,Sugar,86,kg,Kenya,2025-12-13,WH-001
1708,7,3932,Rice,45,kg,Ethiopia,2024-08-15,WH-003
1709,18,3478,Sugar,15,kg,South Sudan,2026-05-30,WH-002
1710,10,4680,Cooking Oil,10,kg,South Sudan,2025-08-24,WH-004
1711,3,1063,Sugar,6,kg,Uganda,2024-09-21,WH-001
1712,3,798,Sugar,73,kg,Kenya,2025-08-03,WH-003
1713,22,3016,Beans,88,kg,South Sudan,2024-11-26,WH-001
1714,7,2442,Cooking Oil,43,kg,Somalia,2025-06-09,WH-003
1715,19,4506,Maize Flour,89,kg,South Sudan,2025-09-19,WH-004
1716,15,703,Lentils,51,kg,Somalia,2024-10-22,WH-001
1717,8,4678,Salt,68,kg,Uganda,2025-11-23,WH-002
1718,26,1762,Beans,90,kg,Ethiopia,2025-09-08,WH-004
1719,10,1516,Salt,72,kg,Uganda,2026-02-16,WH-004
1720,15,1596,Beans,82,kg,Ethiopia,2026-02-21,WH-003
1721,24,3309,Rice,65,kg,South Sudan,2025-06-06,WH-003
1722,8,4020,Lentils,48,kg,Ethiopia,2026-05-02,WH-001
1723,5,2165,Salt,85,kg,Uganda,2024-09-09,WH-001
1724,28,4327,Lentils,75,kg,Somalia,2025-09-15,WH-001
1725,18,4956,Maize Flour,17,kg,South Sudan,2024-09-22,WH-004
1726,5,3539,Cooking Oil,93,kg,Uganda,2025-03-03,WH-004
1727,22,563,Maize Flour,74,kg,Kenya,2024-12-18,WH-003
1728,26,1598,Salt,23,kg,Uganda,2025-04-03,WH-004
1729,24,3910,Lentils,45,kg,Kenya,2025-02-11,WH-002
1730,22,930,Rice,100,kg,Uganda,2025-12-15,WH-003
1731,7,4392,Salt,24,kg,South Sudan,2025-07-22,WH-004
1732,17,3205,Maize Flour,97,kg,Uganda,2026-06-10,WH-004
1733,22,3914,Cooking Oil,76,kg,Ethiopia,2024-08-24,WH-004
1734,5,2308,Cooking Oil,15,kg,South Sudan,2024-09-07,WH-001
1735,29,2649,Beans,34,kg,Somalia,2025-09-04,WH-004
1736,10,4153,Cooking Oil,70,kg,Uganda,2025-11-24,WH-001
1737,15,3111,Sugar,2,kg,Uganda,2025-07-02,WH-002
1738,30,4189,Cooking Oil,4,kg,Ethiopia,2025-09-14,WH-004
1739,13,966,Maize Flour,19,kg,Somalia,2025-09-05,WH-003
1740,7,2886,Sugar,34,kg,Somalia,2025-03-31,WH-003
1741,12,3261,Salt,89,kg,Somalia,2025-02-18,WH-001
1742,8,3343,Salt,42,kg,Somalia,2025-03-14,WH-001
1743,27,790,Lentils,63,kg,South Sudan,2025-01-24,WH-001
