cash_id,ben_id,project_id,country_id,amount,currency,payment_method,payment_date
1025,4031,5,4,355.11,USD,Voucher,28/07/2024
1026,927,18,4,83.84,USD,Mobile Money,08/12/2025
1027,3000,21,1,427.26,USD,Cash,22/10/2024
1028,2620,5,4,197.27,USD,Mobile Money,21/02/2026
1029,3389,28,5,247.63,USD,Cash,16/07/2025
1030,2924,6,1,389.23,USD,Cash,04/03/2025
1031,3491,23,2,345.55,USD,Bank Transfer,29/09/2025
1032,470,23,4,58.15,USD,Bank Transfer,20/03/2025
1033,3778,27,3,433.22,USD,Mobile Money,19/02/2025
1034,3504,12,5,148.9,USD,Voucher,08/11/2024
1035,2249,4,3,141.31,USD,Voucher,25/11/2024
1036,4038,17,1,436.66,USD,Cash,11/07/2026
1037,2113,11,5,339.48,USD,Mobile Money,03/11/2025
1038,280,8,5,44.76,USD,Cash,18/04/2026
1039,4800,10,1,252.82,USD,Voucher,17/02/2025
1040,4950,14,5,225.15,USD,Mobile Money,06/05/2025
1041,4516,14,3,141.2,USD,Mobile Money,10/02/2026
1042,1920,1,1,352.71,USD,Bank Transfer,06/05/2025
1043,758,21,5,309.43,USD,Cash,12/01/2026
1044,1910,2,3,304.69,USD,Bank Transfer,10/09/2025
1045,4240,8,4,235.73,USD,Bank Transfer,07/01/2025
1046,3404,16,1,436.08,USD,Bank Transfer,08/09/2024
1047,4794,27,4,131.23,USD,Voucher,02/03/2025
1048,475,16,1,164.51,USD,Voucher,06/04/2026
1049,2128,19,1,472.27,USD,Cash,23/07/2025
1050,3929,7,5,209.02,USD,Cash,11/11/2025
1051,474,15,3,76.93,USD,Cash,05/02/2026
1052,3145,28,1,437.57,USD,Mobile Money,16/09/2024
1053,1002,2,4,54.5,USD,Cash,12/07/2025
1054,3419,8,4,464.31,USD,Cash,27/12/2025
1055,4000,13,5,279.19,USD,Bank Transfer,09/12/2024
1056,988,13,1,309.56,USD,Mobile Money,24/02/2025
1057,4398,19,3,44.44,USD,Cash,14/09/2025
1058,3800,10,5,56.79,USD,Bank Transfer,04/03/2025
1059,4119,19,5,337.04,USD,Cash,09/02/2026
1060,620,22,5,133.96,USD,Mobile Money,05/11/2025
1061,1385,10,1,85.46,USD,Mobile Money,07/08/2024
1062,698,9,1,221.92,USD,Bank Transfer,14/10/2025
1063,677,24,4,336.45,USD,Bank Transfer,12/08/2024
1064,2891,27,3,453.04,USD,Mobile Money,01/06/2026
1065,1353,17,4,381.63,USD,Cash,15/12/2025
1066,1755,10,1,428.44,USD,Mobile Money,26/08/2025
1067,1665,13,5,224.5,USD,Voucher,05/02/2026
1068,482,6,2,182.51,USD,Mobile Money,19/01/2025
1069,492,21,3,213.4,USD,Mobile Money,16/04/2025
1070,3181,25,2,307.8,USD,Mobile Money,13/01/2026
1071,1280,6,1,73.76,USD,Cash,13/09/2025
1072,1774,26,3,146.4,USD,Mobile Money,16/07/2026
1073,3908,8,4,463.97,USD,Mobile Money,01/02/2025
1074,2147,7,5,81.89,USD,Cash,06/04/2025
1075,3158,6,5,184.12,USD,Mobile Money,09/04/2026
1076,2110,6,4,58.63,USD,Cash,31/12/2025
1077,366,7,2,367.14,USD,Voucher,23/01/2025
1078,4566,25,2,459.58,USD,Mobile Money,28/03/2026
1079,2140,12,4,436.76,USD,Cash,18/03/2025
1080,2092,1,2,173,USD,Bank Transfer,06/05/2026
1081,2423,26,1,448.55,USD,Mobile Money,05/05/2025
1082,3720,3,1,159.69,USD,Mobile Money,04/06/2026
1083,4856,30,4,219.22,USD,Mobile Money,23/09/2025
1084,3293,13,1,177.23,USD,Voucher,21/03/2026
1085,3045,12,1,100.6,USD,Mobile Money,10/12/2025
1086,2175,28,1,323.99,USD,Voucher,19/06/2026
1087,4492,26,1,469.99,USD,Cash,05/08/2024
1088,3250,17,3,91.99,USD,Voucher,13/03/2026
1089,4086,27,2,314.67,USD,Bank Transfer,22/04/2026
1090,124,21,5,499.18,USD,Mobile Money,28/01/2026
1091,282,27,4,93.33,USD,Mobile Money,06/02/2025
1092,2140,10,3,99.28,USD,Cash,21/11/2025
1093,2869,29,2,303.99,USD,Voucher,05/05/2025
1094,2946,16,3,121.87,USD,Voucher,09/07/2025
1095,628,9,2,103.97,USD,Bank Transfer,22/09/2024
1096,4057,22,4,451.19,USD,Cash,03/04/2026
1097,2811,4,2,247.65,USD,Voucher,06/10/2024
1098,4445,20,5,324.04,USD,Voucher,02/10/2025
1099,346,28,1,294.61,USD,Voucher,14/11/2025
1100,2770,17,1,157.24,USD,Voucher,23/10/2024
1101,616,29,5,122.69,USD,Cash,04/01/2025
1102,2137,4,3,336.69,USD,Cash,30/06/2025
1103,3332,1,3,67.23,USD,Bank Transfer,18/10/2024
1104,4813,24,1,410.51,USD,Mobile Money,26/06/2025
1105,2032,26,2,258.79,USD,Cash,11/12/2024
1106,2958,11,3,477.59,USD,Cash,11/12/2025
1107,3571,27,4,138.85,USD,Voucher,09/02/2026
1108,3173,16,2,359.42,USD,Voucher,18/10/2025
1109,1568,16,5,29.74,USD,Mobile Money,18/07/2026
1110,2027,28,5,381.44,USD,Mobile Money,20/08/2024
1111,3993,29,4,216.96,USD,Mobile Money,26/03/2025
1112,1623,9,3,157.12,USD,Voucher,23/01/2026
1113,1979,14,1,108.33,USD,Cash,14/04/2025
1114,2727,15,3,99.74,USD,Bank Transfer,22/03/2026
1115,3346,13,3,416.99,USD,Bank Transfer,19/05/2026
1116,2251,16,1,36.82,USD,Bank Transfer,22/04/2025
1117,1138,27,5,403.89,USD,Voucher,02/07/2026
1118,2697,16,4,92.93,USD,Voucher,18/03/2026
1119,2319,8,3,412.51,USD,Voucher,09/05/2026
1120,4447,23,2,264.74,USD,Mobile Money,17/04/2026
1121,3142,10,2,44.95,USD,Bank Transfer,05/11/2024
1122,4700,2,3,433.61,USD,Cash,08/01/2026
1123,3530,13,5,206.17,USD,Mobile Money,18/05/2026
1124,1823,4,4,195.36,USD,Voucher,18/06/2026
1125,4956,22,3,454.12,USD,Bank Transfer,03/10/2024
1126,944,28,3,167.57,USD,Mobile Money,24/09/2025
1127,1054,28,1,412.93,USD,Cash,31/05/2026
1128,1540,11,1,217.29,USD,Voucher,04/07/2025
1129,3296,4,1,94.95,USD,Mobile Money,09/01/2025
1130,4208,4,2,358.19,USD,Cash,16/11/2024
1131,1828,13,3,144.86,USD,Voucher,11/04/2026
1132,1322,19,2,310.34,USD,Voucher,20/10/2025
1133,4452,5,2,344.14,USD,Voucher,26/11/2025
1134,1999,27,4,134.62,USD,Cash,14/12/2024
1135,3506,8,5,195.69,USD,Cash,01/01/2026
1136,268,2,3,143.87,USD,Bank Transfer,11/12/2025
1137,4534,13,3,213.91,USD,Cash,18/09/2024
1138,1247,12,2,468.93,USD,Mobile Money,31/12/2025
1139,4457,23,2,69.12,USD,Mobile Money,08/03/2026
1140,4468,21,1,363.02,USD,Mobile Money,02/08/2024
1141,1495,8,5,355.58,USD,Mobile Money,27/05/2025
1142,3418,28,2,453.31,USD,Cash,03/01/2025
1143,1342,9,1,164.7,USD,Voucher,01/02/2026
1144,4626,11,4,471.94,USD,Bank Transfer,29/01/2025
1145,1924,25,1,477.67,USD,Mobile Money,08/03/2026
1146,4164,7,4,488.48,USD,Bank Transfer,22/01/2026
1147,1783,9,1,78.7,USD,Voucher,23/05/2025
1148,3060,21,2,84.11,USD,Cash,04/03/2026
1149,178,17,1,437.51,USD,Mobile Money,17/06/2026
1150,3184,23,3,255.28,USD,Mobile Money,15/02/2025
1151,674,20,2,490.83,USD,Mobile Money,25/09/2024
1152,2913,12,4,370.3,USD,Cash,14/12/2025
1153,4869,25,3,139.75,USD,Bank Transfer,12/11/2025
1154,1780,13,2,203.27,USD,Voucher,06/01/2025
1155,387,13,5,200.09,USD,Cash,07/02/2025
1156,3260,2,1,249.17,USD,Cash,07/09/2024
1157,2587,19,1,402.01,USD,Voucher,04/09/2024
1158,4635,8,2,455.26,USD,Cash,03/06/2026
1159,4208,6,3,293.48,USD,Mobile Money,21/05/2025
1160,3167,13,1,396.98,USD,Voucher,09/10/2025
1161,517,1,1,192.03,USD,Mobile Money,08/10/2024
1162,4175,6,4,414.4,USD,Voucher,11/01/2026
1163,1510,20,2,115.6,USD,Bank Transfer,16/02/2025
1164,1068,17,2,475.08,USD,Bank Transfer,21/11/2025
1165,1324,30,3,417.31,USD,Cash,27/11/2025
1166,2207,23,3,467.16,USD,Mobile Money,08/01/2026
1167,4047,10,4,249.15,USD,Cash,14/01/2026
1168,4469,2,4,297.48,USD,Mobile Money,08/08/2024
1169,4797,23,3,399.79,USD,Mobile Money,12/09/2024
1170,2962,16,5,466.56,USD,Cash,05/05/2025
1171,3019,5,4,436.22,USD,Cash,05/09/2024
1172,2561,21,5,377.18,USD,Bank Transfer,03/11/2025
1173,3097,15,3,107.27,USD,Voucher,29/03/2026
1174,3010,30,2,48.29,USD,Bank Transfer,07/06/2026
1175,1580,14,5,243.1,USD,Cash,26/11/2025
1176,3824,28,3,278.68,USD,Bank Transfer,16/11/2024
1177,4430,7,3,85.33,USD,Bank Transfer,25/06/2025
1178,4284,15,3,106.72,USD,Cash,09/09/2025
1179,4668,13,3,208.98,USD,Bank Transfer,04/07/2026
1180,3604,16,2,231.54,USD,Voucher,17/12/2025
1181,4493,4,1,274.23,USD,Cash,13/07/2025
1182,2596,24,3,252.09,USD,Voucher,31/08/2024
1183,691,28,3,46.83,USD,Cash,01/10/2025
1184,422,24,4,264.7,USD,Cash,13/12/2025
1185,2,7,2,370.92,USD,Voucher,11/08/2025
1186,3836,11,2,109.05,USD,Cash,18/05/2025
1187,916,4,4,136.85,USD,Mobile Money,09/06/2025
1188,1995,5,2,390.46,USD,Cash,19/08/2025
1189,4999,18,5,37.18,USD,Cash,22/02/2025
1190,4624,15,1,367.15,USD,Mobile Money,04/01/2025
1191,2203,24,1,278.85,USD,Voucher,01/10/2024
1192,1200,7,2,34.89,USD,Voucher,05/10/2024
1193,936,20,5,294.02,USD,Voucher,15/09/2024
1194,2327,14,4,288.67,USD,Voucher,02/01/2026
1195,2568,21,3,280.61,USD,Voucher,30/10/2024
1196,321,4,1,117.9,USD,Mobile Money,17/01/2025
1197,3475,7,5,370.62,USD,Mobile Money,09/08/2025
1198,300,22,5,59.51,USD,Bank Transfer,31/07/2024
1199,4132,21,2,84.81,USD,Voucher,27/05/2025
1200,1539,26,4,99.43,USD,Cash,03/07/2025
1201,3862,3,3,264.65,USD,Mobile Money,11/01/2025
1202,661,23,2,399.17,USD,Mobile Money,28/04/2025
1203,4107,15,4,468.24,USD,Mobile Money,06/05/2025
1204,3802,4,5,135.69,USD,Cash,16/08/2025
1205,1978,8,5,129.56,USD,Mobile Money,07/01/2026
1206,1134,12,1,85.31,USD,Voucher,12/09/2025
1207,2368,19,2,356.25,USD,Cash,11/06/2026
1208,4858,28,1,379.8,USD,Mobile Money,08/11/2024
1209,1610,5,2,231.73,USD,Mobile Money,10/09/2024
1210,1570,25,1,276.43,USD,Voucher,25/12/2025
1211,3862,6,1,256.42,USD,Bank Transfer,27/06/2025
1212,460,7,3,394.45,USD,Voucher,03/03/2025
1213,3538,8,5,53.47,USD,Bank Transfer,31/10/2025
1214,3774,15,1,164.01,USD,Voucher,05/06/2025
1215,2207,20,3,160.09,USD,Cash,01/05/2025
1216,3657,11,5,302.46,USD,Cash,10/10/2025
1217,2937,9,3,409.21,USD,Voucher,01/05/2026
1218,1841,30,1,311.78,USD,Voucher,23/10/2025
1219,38,24,4,305.94,USD,Voucher,25/10/2024
1220,3478,29,4,405.87,USD,Mobile Money,21/08/2024
1221,3746,22,3,134.42,USD,Cash,11/12/2025
1222,936,25,2,50.95,USD,Cash,07/05/2026
1223,2893,11,3,47.29,USD,Voucher,19/04/2026
1224,1638,27,4,271.34,USD,Cash,03/03/2026
1225,2344,19,1,294.26,USD,Bank Transfer,07/01/2025
1226,3954,1,1,418.92,USD,Mobile Money,07/07/2025
1227,4934,5,1,160.56,USD,Voucher,16/03/2025
1228,4621,25,5,187.91,USD,Mobile Money,12/02/2026
1229,1505,13,5,414.91,USD,Cash,07/12/2024
1230,4147,12,1,182.78,USD,Mobile Money,03/04/2025
1231,4677,29,2,98.94,USD,Mobile Money,11/02/2026
1232,3803,29,1,409.57,USD,Cash,17/11/2025
1233,2487,30,4,319.74,USD,Bank Transfer,10/05/2026
1234,2126,2,4,201.67,USD,Mobile Money,10/08/2025
1235,793,22,1,71.73,USD,Voucher,17/01/2025
1236,2408,17,5,372.81,USD,Cash,22/04/2026
1237,3887,8,5,145.98,USD,Voucher,07/11/2025
1238,3843,12,2,71.09,USD,Bank Transfer,27/05/2025
1239,902,30,2,273.18,USD,Voucher,29/04/2025
1240,3252,21,3,444.32,USD,Mobile Money,13/08/2025
1241,1281,29,4,71.11,USD,Mobile Money,15/07/2026
1242,4708,19,1,300.86,USD,Bank Transfer,07/10/2024
1243,789,8,5,417.96,USD,Mobile Money,21/08/2025
1244,565,30,1,417.49,USD,Mobile Money,05/10/2025
1245,3978,20,4,140.1,USD,Voucher,24/06/2025
1246,3643,12,4,271.82,USD,Mobile Money,17/01/2025
1247,692,4,1,410.65,USD,Cash,08/09/2024
1248,2248,23,1,296.26,USD,Bank Transfer,21/08/2025
1249,2995,30,4,429.1,USD,Voucher,17/04/2026
1250,188,1,5,499.05,USD,Voucher,03/06/2026
1251,880,16,5,339.24,USD,Cash,01/08/2024
1252,4211,5,4,371.53,USD,Voucher,09/08/2025
1253,3241,1,5,81.62,USD,Cash,08/03/2025
1254,2483,17,3,422.43,USD,Bank Transfer,31/12/2024
1255,2873,11,2,423.29,USD,Mobile Money,01/03/2025
1256,1010,27,2,25.23,USD,Mobile Money,09/07/2026
1257,3552,7,3,234.68,USD,Mobile Money,29/03/2025
1258,2814,1,4,117.57,USD,Bank Transfer,14/02/2025
1259,4610,17,1,296.28,USD,Cash,06/09/2025
1260,2791,23,4,224.31,USD,Bank Transfer,03/07/2026
1261,259,21,5,387.07,USD,Voucher,30/08/2024
1262,4650,15,1,224.83,USD,Bank Transfer,10/07/2026
1263,4811,2,4,200.5,USD,Cash,05/05/2025
1264,3073,26,4,218.88,USD,Mobile Money,29/10/2024
1265,2581,30,5,295.65,USD,Mobile Money,27/02/2026
1266,1720,28,3,446.88,USD,Bank Transfer,07/01/2025
1267,3815,3,2,33.28,USD,Voucher,03/09/2025
1268,3944,7,2,386.37,USD,Mobile Money,10/10/2025
1269,1760,16,5,30.53,USD,Cash,26/09/2024
1270,4531,22,3,205.41,USD,Voucher,22/06/2026
1271,4654,28,5,445.31,USD,Bank Transfer,16/06/2025
1272,4066,8,3,335.25,USD,Bank Transfer,14/01/2025
1273,2193,7,3,476.18,USD,Cash,18/05/2026
1274,652,12,1,337.67,USD,Mobile Money,25/09/2025
1275,4015,2,4,387.84,USD,Mobile Money,03/02/2026
1276,644,27,2,250.26,USD,Mobile Money,11/05/2026
1277,3115,30,3,186.35,USD,Bank Transfer,31/03/2025
1278,311,15,3,193.53,USD,Mobile Money,15/10/2024
1279,3432,1,5,149.69,USD,Bank Transfer,13/04/2025
1280,2189,20,4,96.17,USD,Voucher,24/02/2026
1281,385,19,5,92.67,USD,Cash,29/04/2026
1282,3265,7,2,209.09,USD,Bank Transfer,23/05/2026
1283,2478,14,1,160.02,USD,Mobile Money,01/02/2026
1284,4487,12,2,376.82,USD,Voucher,11/05/2025
1285,162,1,3,370.41,USD,Mobile Money,19/03/2025
1286,912,21,5,361.01,USD,Voucher,14/04/2025
1287,3167,10,2,78.92,USD,Cash,22/11/2025
1288,4802,14,5,79.84,USD,Cash,15/06/2026
1289,3155,25,3,83.06,USD,Bank Transfer,06/06/2025
1290,4551,19,1,173.64,USD,Cash,05/02/2025
1291,3759,1,2,204.44,USD,Mobile Money,30/10/2025
1292,3909,21,3,456.83,USD,Cash,08/03/2026
1293,2599,5,1,420.07,USD,Bank Transfer,13/01/2026
1294,262,1,4,351.62,USD,Cash,02/10/2024
1295,3744,13,1,158.81,USD,Bank Transfer,20/01/2026
1296,2225,6,3,320.49,USD,Voucher,02/09/2025
1297,4907,27,1,317.56,USD,Bank Transfer,05/12/2025
1298,3812,24,3,320.19,USD,Mobile Money,02/03/2025
1299,1046,23,5,275.1,USD,Bank Transfer,06/08/2024
1300,3833,21,3,468.03,USD,Voucher,23/12/2025
1301,1476,21,2,105.9,USD,Cash,22/06/2026
1302,3965,19,1,139.74,USD,Cash,01/10/2024
1303,4398,6,3,62.93,USD,Mobile Money,27/03/2025
1304,4596,19,4,339.69,USD,Voucher,27/03/2026
1305,4401,21,5,171.37,USD,Cash,20/10/2025
1306,2123,14,4,413.56,USD,Cash,29/04/2025
1307,840,6,3,475.08,USD,Voucher,25/06/2026
1308,2719,5,2,426.94,USD,Bank Transfer,30/09/2025
1309,3902,6,5,76.03,USD,Voucher,15/09/2025
1310,715,7,5,363.6,USD,Voucher,15/11/2025
1311,2186,6,2,411.64,USD,Bank Transfer,24/05/2025
1312,710,24,4,400.48,USD,Voucher,27/02/2026
1313,1181,30,2,193.99,USD,Cash,02/07/2026
1314,1103,12,5,42.95,USD,Bank Transfer,19/07/2024
1315,4235,6,2,460.75,USD,Voucher,11/07/2025
1316,3944,6,3,173.68,USD,Voucher,11/02/2025
1317,2086,24,5,262.42,USD,Cash,27/12/2025
1318,1580,19,4,229.09,USD,Bank Transfer,17/02/2026
1319,3812,22,1,433.05,USD,Bank Transfer,12/05/2026
1320,2308,8,1,363.55,USD,Bank Transfer,24/08/2024
1321,1738,11,4,301.83,USD,Cash,11/06/2025
1322,2874,23,1,245.11,USD,Cash,08/04/2025
1323,3284,20,4,150.09,USD,Bank Transfer,04/05/2025
1324,2423,13,5,84.35,USD,Cash,03/02/2026
1325,1153,8,4,208.36,USD,Voucher,06/04/2025
1326,3713,26,3,96.41,USD,Bank Transfer,07/09/2025
1327,3642,27,1,219.53,USD,Voucher,25/01/2025
1328,2136,23,2,400.32,USD,Cash,10/02/2025
1329,4396,29,2,325.83,USD,Bank Transfer,23/05/2025
1330,3006,28,4,219.53,USD,Cash,21/09/2024
1331,981,17,2,267.08,USD,Cash,22/10/2025
1332,4743,27,5,175.98,USD,Mobile Money,21/05/2026
1333,1199,16,5,138.07,USD,Mobile Money,26/05/2025
1334,2359,8,5,141.8,USD,Bank Transfer,05/09/2024
1335,2920,24,5,374.34,USD,Voucher,12/08/2025
1336,3764,3,5,76.88,USD,Mobile Money,08/04/2026
1337,1112,13,5,226.8,USD,Mobile Money,02/09/2025
1338,1521,12,2,83.07,USD,Bank Transfer,22/02/2026
1339,2439,4,4,156.18,USD,Voucher,15/01/2025
1340,4339,1,3,292.33,USD,Mobile Money,28/09/2025
1341,3399,21,4,423.87,USD,Bank Transfer,12/12/2025
1342,1263,26,2,264.28,USD,Cash,28/09/2025
1343,3078,12,3,43.58,USD,Bank Transfer,20/09/2024
1344,2817,10,5,327.26,USD,Mobile Money,07/05/2025
1345,2558,4,5,455.54,USD,Voucher,02/02/2025
1346,614,20,5,221.04,USD,Voucher,17/08/2024
1347,2718,11,3,41.39,USD,Cash,20/02/2025
1348,841,22,3,390.63,USD,Mobile Money,30/09/2024
1349,699,12,2,497.66,USD,Mobile Money,19/07/2026
1350,3075,10,4,333.44,USD,Cash,18/09/2024
1351,3101,8,3,322.75,USD,Mobile Money,24/09/2025
1352,1926,5,3,324.55,USD,Mobile Money,29/07/2025
1353,3372,1,1,161.42,USD,Mobile Money,18/11/2024
1354,995,10,3,475.38,USD,Voucher,31/08/2025
1355,3876,1,2,104.28,USD,Cash,07/02/2026
1356,1641,2,1,246.58,USD,Voucher,09/02/2026
1357,105,17,4,286.5,USD,Mobile Money,28/03/2026
1358,4166,30,3,376.88,USD,Cash,12/07/2026
1359,4140,3,3,38.14,USD,Mobile Money,05/10/2024
1360,57,19,3,61.84,USD,Cash,02/05/2026
1361,3631,20,5,85.29,USD,Cash,29/10/2024
1362,1908,1,5,197.82,USD,Mobile Money,13/12/2025
1363,954,6,5,143.11,USD,Voucher,27/12/2024
1364,3804,23,4,216.61,USD,Cash,13/12/2025
1365,3649,1,4,141.86,USD,Voucher,16/09/2025
1366,4660,1,3,72.63,USD,Bank Transfer,21/01/2025
1367,3928,18,4,222.08,USD,Cash,06/08/2025
1368,3337,14,3,61.9,USD,Voucher,26/03/2025
1369,758,12,2,405.38,USD,Mobile Money,28/11/2025
1370,737,5,5,130.66,USD,Cash,20/06/2025
1371,3016,3,4,188.64,USD,Cash,17/07/2026
1372,2606,1,4,386.32,USD,Cash,09/08/2024
1373,766,9,5,265.72,USD,Bank Transfer,19/02/2025
1374,2593,4,1,292.96,USD,Bank Transfer,21/12/2025
1375,4267,25,5,331.18,USD,Mobile Money,13/07/2026
1376,992,22,2,357,USD,Mobile Money,30/08/2024
1377,2802,2,2,257.57,USD,Mobile Money,06/11/2024
1378,4366,27,1,411.48,USD,Mobile Money,02/07/2026
1379,4761,14,4,495.31,USD,Voucher,06/07/2026
1380,3313,3,5,137.89,USD,Bank Transfer,01/11/2024
1381,3570,13,4,228.51,USD,Mobile Money,14/12/2025
1382,4230,7,1,185,USD,Mobile Money,01/05/2025
1383,2427,27,1,408.29,USD,Mobile Money,04/07/2026
1384,3077,13,3,254.59,USD,Mobile Money,06/07/2026
1385,2515,10,4,208.48,USD,Voucher,15/09/2025
1386,4781,8,3,416.09,USD,Cash,05/11/2024
1387,2912,18,5,67.38,USD,Bank Transfer,12/08/2025
1388,871,27,1,400.08,USD,Bank Transfer,29/11/2025
1389,4843,16,3,52.29,USD,Cash,06/11/2024
1390,3671,22,3,274.21,USD,Voucher,01/01/2025
1391,3259,27,3,102.55,USD,Cash,14/05/2026
1392,4859,12,5,323.08,USD,Bank Transfer,10/12/2024
1393,4183,24,2,268.19,USD,Cash,12/09/2024
1394,4759,20,3,451.02,USD,Cash,01/12/2025
1395,4826,12,1,380.8,USD,Voucher,20/03/2026
1396,1728,24,2,216.52,USD,Cash,11/01/2025
1397,2778,11,3,385.75,USD,Voucher,16/10/2025
1398,1798,15,5,323.68,USD,Mobile Money,27/04/2025
1399,3386,30,5,94.62,USD,Voucher,28/05/2025
1400,394,30,2,189.65,USD,Mobile Money,10/09/2025
1401,3066,9,4,463.19,USD,Cash,24/09/2024
1402,3981,2,3,471.55,USD,Bank Transfer,21/08/2024
1403,4113,23,4,157.39,USD,Cash,12/05/2025
1404,1617,6,4,445.47,USD,Voucher,29/06/2026
1405,4719,20,2,175.68,USD,Voucher,16/03/2025
1406,1527,24,5,317.63,USD,Cash,11/08/2024
1407,4536,17,4,227.66,USD,Voucher,02/01/2025
1408,1855,6,3,361.6,USD,Voucher,16/10/2024
1409,4665,5,2,280.78,USD,Voucher,16/06/2026
1410,650,21,1,411.62,USD,Voucher,17/02/2026
1411,2068,12,5,424.88,USD,Cash,20/04/2026
1412,2893,15,3,223.66,USD,Cash,20/02/2026
1413,1673,6,4,314.85,USD,Mobile Money,27/11/2024
1414,1245,22,4,96.54,USD,Bank Transfer,30/06/2026
1415,450,27,5,56.02,USD,Bank Transfer,22/08/2024
1416,3560,14,5,156.74,USD,Bank Transfer,06/03/2025
1417,2,18,4,168.11,USD,Cash,11/01/2025
1418,1941,22,2,318.14,USD,Voucher,11/03/2025
1419,4995,8,3,423.41,USD,Mobile Money,21/12/2025
1420,4625,18,5,24.5,USD,Mobile Money,05/04/2025
1421,3245,4,5,237.35,USD,Bank Transfer,26/11/2024
1422,434,5,3,310.37,USD,Voucher,18/10/2025
1423,4418,20,1,112.51,USD,Voucher,24/07/2024
1424,4785,18,1,473.53,USD,Cash,30/07/2024
1425,4294,22,4,25.75,USD,Mobile Money,08/03/2025
1426,3879,27,1,110.8,USD,Mobile Money,04/11/2024
1427,2103,21,1,271.63,USD,Mobile Money,17/09/2024
1428,2580,9,2,401.67,USD,Mobile Money,01/10/2025
1429,3204,29,5,330.47,USD,Mobile Money,10/07/2025
1430,1299,22,4,450.7,USD,Mobile Money,14/03/2025
1431,1586,9,3,499.41,USD,Voucher,05/08/2024
1432,1715,26,3,458.58,USD,Cash,28/02/2026
1433,4901,9,5,246.93,USD,Mobile Money,05/02/2026
1434,4488,29,2,336.86,USD,Bank Transfer,16/09/2024
1435,966,26,4,115.16,USD,Bank Transfer,08/06/2026
1436,4645,27,3,278.86,USD,Bank Transfer,29/10/2025
1437,703,10,5,169.93,USD,Bank Transfer,04/12/2024
1438,220,12,5,419.11,USD,Voucher,23/04/2026
1439,1090,30,4,52.72,USD,Bank Transfer,15/11/2025
1440,4996,20,2,484.13,USD,Bank Transfer,06/10/2024
1441,2533,9,1,137.06,USD,Mobile Money,09/03/2025
1442,2782,13,4,369.39,USD,Mobile Money,28/03/2025
1443,868,21,2,337.41,USD,Bank Transfer,07/05/2026
1444,499,16,5,460.47,USD,Bank Transfer,21/02/2026
1445,1732,15,3,428.21,USD,Bank Transfer,18/08/2025
1446,2267,21,5,249.3,USD,Mobile Money,13/08/2024
1447,3286,20,1,225.88,USD,Voucher,29/05/2025
1448,4290,17,1,365.76,USD,Voucher,11/11/2025
1449,1515,26,4,280.96,USD,Cash,25/07/2024
1450,3694,28,4,482.64,USD,Voucher,13/09/2024
1451,1744,25,4,369.9,USD,Cash,27/12/2024
1452,510,9,3,120.95,USD,Voucher,16/07/2026
1453,3304,13,5,227.15,USD,Mobile Money,01/06/2025
1454,4875,22,4,256.58,USD,Bank Transfer,15/05/2025
1455,4573,20,3,465.77,USD,Cash,27/07/2025
1456,562,30,3,460.51,USD,Voucher,25/09/2025
1457,2885,21,5,321.77,USD,Mobile Money,14/09/2024
1458,4285,9,1,91.36,USD,Cash,07/12/2024
1459,4671,23,1,23.42,USD,Voucher,23/08/2025
1460,216,3,3,349.67,USD,Cash,05/05/2025
1461,863,9,4,213.52,USD,Cash,16/05/2026
1462,2536,20,1,412.34,USD,Bank Transfer,02/04/2026
1463,4084,11,5,372.53,USD,Mobile Money,25/03/2025
1464,2054,3,3,53.21,USD,Mobile Money,07/08/2025
1465,166,5,4,27.91,USD,Voucher,05/03/2025
1466,3613,19,2,431.11,USD,Bank Transfer,02/03/2025
1467,4209,10,4,407.81,USD,Cash,26/05/2025
1468,177,14,4,132.34,USD,Voucher,30/05/2025
1469,1754,16,5,178.02,USD,Voucher,05/12/2024
1470,1550,11,2,385.88,USD,Voucher,13/08/2024
1471,1824,21,5,197.06,USD,Mobile Money,25/01/2026
1472,4955,22,2,135.88,USD,Bank Transfer,20/08/2025
1473,1936,26,4,35.8,USD,Bank Transfer,13/07/2026
1474,3925,23,3,168.21,USD,Mobile Money,21/07/2024
1475,2615,11,2,314.57,USD,Bank Transfer,16/06/2025
1476,4839,14,2,45.97,USD,Mobile Money,19/10/2025
1477,1246,21,1,253.89,USD,Bank Transfer,27/04/2026
1478,3507,17,1,214.18,USD,Bank Transfer,23/05/2025
1479,2004,21,1,399.78,USD,Bank Transfer,08/04/2025
1480,2143,28,4,339.35,USD,Cash,24/06/2025
1481,1352,20,3,481.31,USD,Mobile Money,11/02/2025
1482,3131,25,1,36.18,USD,Voucher,02/12/2025
1483,4358,22,5,264.85,USD,Voucher,22/06/2026
1484,501,7,4,332.05,USD,Bank Transfer,05/06/2025
1485,3575,29,4,56.08,USD,Mobile Money,29/01/2025
1486,3637,6,5,337.75,USD,Mobile Money,11/12/2024
1487,2089,13,1,291.1,USD,Voucher,08/07/2026
1488,4615,19,5,96.34,USD,Mobile Money,07/11/2025
1489,4711,16,4,405.21,USD,Mobile Money,08/10/2025
1490,642,11,3,490.89,USD,Voucher,07/10/2024
1491,3731,25,5,228.96,USD,Mobile Money,12/01/2026
1492,3406,18,5,390.36,USD,Cash,16/12/2025
1493,892,19,4,339.95,USD,Mobile Money,08/01/2026
